block_id,A,B,C,D,probability
168,45,145,120,50,0.4
169,31,74,88,10,1.0
170,31,74,24,10,1.0
171,2,555,120,150,1.0
172,31,74,75,10,1.0
173,45,3,88,88,1.0
174,31,3,24,10,1.0
175,2,555,120,88,1.0
176,31,555,120,88,1.0
177,31,3,24,50,1.0
178,2,3,88,10,1.0
179,2,145,88,88,1.0
180,31,145,75,10,0.0
180,31,145,75,50,0.75
180,31,145,75,88,0.0
180,31,145,75,150,0.25000000000000006
181,45,3,88,50,1.0
182,31,555,75,150,1.0
183,31,555,88,50,1.0
184,2,3,120,88,1.0
185,31,3,75,10,0.4000000000000001
185,31,74,75,10,0.0
185,31,145,75,10,0.0
185,31,555,75,10,0.6
186,2,145,24,50,0.0
186,2,145,75,50,0.4285714285714285
186,2,145,88,50,0.0
186,2,145,120,50,0.5714285714285715
187,45,3,120,10,1.0
188,2,74,120,88,1.0
189,31,3,24,50,0.0
189,31,74,24,50,0.0
189,31,145,24,50,0.0
189,31,555,24,50,0.0
189,31,3,75,50,0.32727272727272727
189,31,74,75,50,0.0
189,31,145,75,50,0.0
189,31,555,75,50,0.4909090909090908
189,31,3,88,50,0.0
189,31,74,88,50,0.0
189,31,145,88,50,0.0
189,31,555,88,50,0.0
189,31,3,120,50,0.07272727272727275
189,31,74,120,50,0.0
189,31,145,120,50,0.0
189,31,555,120,50,0.10909090909090911
190,2,555,120,150,1.0
191,2,145,24,88,0.0
191,2,145,75,88,0.2
191,2,145,88,88,0.0
191,2,145,120,88,0.8
192,2,555,120,150,1.0
193,45,145,88,10,1.0
194,31,555,75,10,1.0
195,2,74,120,10,0.0
195,2,74,120,50,0.4000000000000001
195,2,74,120,88,0.0
195,2,74,120,150,0.6
196,31,3,88,150,0.4000000000000001
196,31,74,88,150,0.0
196,31,145,88,150,0.0
196,31,555,88,150,0.6
197,45,145,88,88,1.0
198,2,3,120,150,0.6
198,2,74,120,150,0.0
198,2,145,120,150,0.0
198,2,555,120,150,0.4000000000000001
199,31,74,88,10,0.0
199,31,74,88,50,0.5
199,31,74,88,88,0.0
199,31,74,88,150,0.5
200,2,3,120,88,1.0
201,45,74,88,150,1.0
202,31,145,24,88,1.0
203,31,555,88,150,1.0
204,31,74,88,50,1.0
205,2,3,120,88,0.6
205,2,74,120,88,0.0
205,2,145,120,88,0.0
205,2,555,120,88,0.4000000000000001
206,2,555,75,10,1.0
207,31,145,75,10,1.0
208,2,145,24,88,1.0
209,31,145,88,88,1.0
210,45,3,75,150,1.0
211,31,3,24,88,1.0
212,45,145,75,10,1.0
213,2,74,88,150,1.0
214,45,74,24,88,1.0
215,2,3,24,88,1.0
216,45,145,24,150,1.0
217,31,74,24,10,1.0
218,45,145,88,88,1.0
219,2,3,75,88,1.0
220,2,145,75,50,1.0
221,31,555,120,150,1.0
222,2,3,75,88,1.0
223,2,145,88,88,1.0
224,31,74,24,88,1.0
225,31,74,24,150,1.0
226,2,74,88,88,1.0
227,2,555,120,10,1.0
228,2,3,24,88,0.0
228,2,3,75,88,0.2
228,2,3,88,88,0.0
228,2,3,120,88,0.8
229,45,555,88,10,1.0
230,31,74,24,150,0.0
230,31,74,75,150,0.5000000000000001
230,31,74,88,150,0.0
230,31,74,120,150,0.5
231,31,3,24,150,1.0
232,2,3,24,88,0.6
232,2,74,24,88,0.0
232,2,145,24,88,0.0
232,2,555,24,88,0.4000000000000001
233,31,3,24,10,0.0
233,31,3,75,10,0.923076923076923
233,31,3,88,10,0.0
233,31,3,120,10,0.07692307692307694
234,31,74,75,10,1.0
235,31,555,75,88,1.0
236,2,555,88,10,1.0
237,31,3,75,50,1.0
238,31,3,24,10,0.0
238,31,3,24,50,0.3333333333333333
238,31,3,24,88,0.0
238,31,3,24,150,0.6666666666666666
239,31,74,24,150,1.0
240,2,145,75,88,1.0
241,45,3,120,88,0.8
241,45,74,120,88,0.0
241,45,145,120,88,0.0
241,45,555,120,88,0.2
242,2,145,120,10,1.0
243,2,74,75,88,1.0
244,2,3,120,88,1.0
245,31,74,75,10,1.0
246,2,555,75,150,1.0
247,45,145,75,88,1.0
248,2,555,88,10,1.0
249,2,145,120,88,1.0
250,31,3,75,50,1.0
251,31,555,75,50,1.0
252,2,145,120,88,1.0
253,31,555,75,10,1.0
254,31,74,24,88,1.0
255,2,145,88,88,1.0
256,31,555,75,88,1.0
257,2,145,88,88,1.0
258,31,3,75,150,0.4000000000000001
258,31,74,75,150,0.0
258,31,145,75,150,0.0
258,31,555,75,150,0.6
259,2,145,88,88,1.0
260,2,3,88,50,0.6
260,2,74,88,50,0.0
260,2,145,88,50,0.0
260,2,555,88,50,0.4000000000000001
261,31,145,24,88,1.0
262,31,74,24,150,1.0
263,45,145,88,88,1.0
264,31,74,88,88,1.0
265,2,555,120,88,1.0
266,2,3,88,150,1.0
267,2,3,120,150,1.0
268,45,145,75,50,1.0
269,45,555,24,88,1.0
270,2,74,120,150,1.0
271,31,555,120,88,1.0
272,31,555,24,88,1.0
273,2,145,88,50,1.0
274,2,555,120,88,1.0
275,31,3,88,10,0.0
275,31,3,88,50,0.5
275,31,3,88,88,0.0
275,31,3,88,150,0.5
276,2,3,24,150,1.0
277,31,74,75,10,1.0
278,2,145,120,50,1.0
279,31,74,88,88,1.0
280,45,3,88,10,1.0
281,2,555,120,50,1.0
282,31,74,120,88,1.0
283,2,3,120,10,1.0
284,2,74,120,88,1.0
285,45,145,24,150,1.0
286,45,3,75,50,1.0
287,31,145,24,50,0.0
287,31,145,75,50,0.8181818181818181
287,31,145,88,50,0.0
287,31,145,120,50,0.18181818181818188
288,45,145,75,10,1.0
289,2,555,120,50,1.0
290,31,3,24,88,1.0
291,31,145,24,150,1.0
292,2,74,75,88,1.0
293,45,145,75,10,1.0
294,31,145,88,10,1.0
295,2,3,120,88,0.6
295,2,74,120,88,0.0
295,2,145,120,88,0.0
295,2,555,120,88,0.4000000000000001
296,2,3,88,50,1.0
297,2,145,120,50,1.0
298,2,555,24,10,0.0
298,2,555,75,10,0.6666666666666666
298,2,555,88,10,0.0
298,2,555,120,10,0.3333333333333333
299,45,74,75,50,1.0
