block_id,A,B,C,D,probability
112,31,74,75,50,1.0
113,2,3,75,10,1.0
114,31,3,88,88,1.0
115,31,555,24,50,1.0
116,31,555,24,88,1.0
117,2,145,24,50,0.18181818181818182
117,2,145,75,50,0.2727272727272727
117,2,145,88,50,0.36363636363636365
117,2,145,120,50,0.18181818181818182
118,45,145,88,88,1.0
119,45,555,24,150,1.0
120,2,3,120,88,1.0
121,2,555,88,88,1.0
122,31,555,120,88,1.0
123,45,3,88,10,1.0
124,2,145,88,88,1.0
125,45,145,88,88,1.0
126,2,145,75,50,1.0
127,2,145,120,88,1.0
128,45,3,24,150,1.0
129,45,3,88,88,1.0
130,2,145,88,88,1.0
131,2,555,24,88,1.0
132,31,74,75,50,1.0
133,45,555,75,150,1.0
134,45,3,120,150,1.0
135,45,145,88,10,1.0
136,31,74,75,10,1.0
137,31,145,88,88,1.0
138,31,74,24,88,1.0
139,2,74,88,10,1.0
140,31,74,75,88,1.0
141,2,3,75,10,1.0
142,2,555,24,50,1.0
143,45,3,120,88,0.8421052631578948
143,45,74,120,88,0.0
143,45,145,120,88,0.0
143,45,555,120,88,0.15789473684210525
144,2,555,88,50,1.0
145,45,3,24,150,1.0
146,2,555,88,88,1.0
147,2,3,120,10,0.0
147,2,3,120,50,0.4000000000000001
147,2,3,120,88,0.0
147,2,3,120,150,0.6
148,2,145,24,50,1.0
149,2,3,88,88,1.0
150,2,3,75,88,0.5999999999999999
150,2,74,75,88,0.0
150,2,145,75,88,0.0
150,2,555,75,88,0.4
151,2,3,88,88,1.0
152,2,74,88,50,1.0
153,2,145,88,10,1.0
154,45,3,88,10,1.0
155,31,74,75,88,1.0
156,45,555,75,10,1.0
157,2,145,75,10,1.0
158,31,74,75,10,1.0
159,2,74,75,10,1.0
160,2,3,88,150,0.6
160,2,74,88,150,0.0
160,2,145,88,150,0.0
160,2,555,88,150,0.4
161,45,145,24,88,1.0
162,45,3,88,88,1.0
163,31,3,120,150,1.0
164,2,3,75,10,1.0
165,31,555,120,88,1.0
166,31,74,24,88,1.0
167,31,3,120,50,1.0
168,31,555,24,150,1.0
169,45,145,88,10,1.0
170,31,74,88,150,1.0
171,31,3,88,10,0.4000000000000001
171,31,74,88,10,0.0
171,31,145,88,10,0.0
171,31,555,88,10,0.6
172,45,145,120,88,1.0
173,45,3,88,88,1.0
174,45,555,120,88,1.0
175,2,145,88,88,1.0
176,2,555,120,150,1.0
177,45,145,75,10,1.0
178,2,555,75,50,1.0
179,2,145,88,50,1.0
180,45,145,88,150,1.0
181,45,555,24,50,0.18181818181818185
181,45,555,75,50,0.2727272727272727
181,45,555,88,50,0.2727272727272727
181,45,555,120,50,0.2727272727272727
182,2,145,120,88,1.0
183,45,3,88,150,0.7999999999999999
183,45,74,88,150,0.0
183,45,145,88,150,0.0
183,45,555,88,150,0.19999999999999998
184,2,555,120,88,1.0
185,2,3,120,10,0.0
185,2,3,120,50,0.4000000000000001
185,2,3,120,88,0.0
185,2,3,120,150,0.6
186,2,3,24,10,1.0
187,2,145,120,88,1.0
188,2,145,88,150,1.0
189,2,3,120,150,1.0
190,31,145,24,10,1.0
191,2,3,88,88,1.0
192,31,3,24,150,1.0
193,45,3,75,10,1.0
194,31,555,120,88,1.0
195,2,555,88,10,1.0
196,31,74,120,150,1.0
197,2,3,75,10,1.0
198,45,145,120,88,1.0
199,2,74,75,150,1.0
200,31,555,24,150,1.0
201,31,555,88,10,1.0
202,31,74,24,88,1.0
203,2,3,88,10,1.0
204,2,3,88,150,1.0
205,31,555,120,88,1.0
206,31,555,88,50,1.0
207,45,3,88,88,1.0
208,31,74,75,50,1.0
209,31,3,75,10,1.0
210,2,3,120,150,1.0
211,2,145,88,88,1.0
212,45,3,120,88,1.0
213,2,3,88,88,1.0
214,31,555,120,88,1.0
215,45,145,120,88,1.0
216,2,145,120,88,1.0
217,45,3,120,150,0.8421052631578948
217,45,74,120,150,0.0
217,45,145,120,150,0.0
217,45,555,120,150,0.15789473684210525
218,2,3,75,10,0.6
218,2,74,75,10,0.0
218,2,145,75,10,0.0
218,2,555,75,10,0.4
219,2,555,120,88,1.0
220,2,3,88,88,1.0
221,45,145,75,88,1.0
222,45,145,24,150,1.0
223,31,74,24,50,1.0
224,2,145,75,10,1.0
225,31,3,75,10,1.0
226,45,145,75,10,0.0
226,45,145,75,50,0.75
226,45,145,75,88,0.0
226,45,145,75,150,0.25000000000000006
227,2,3,24,150,0.1666666666666667
227,2,3,75,150,0.08333333333333336
227,2,3,88,150,0.25
227,2,3,120,150,0.5
228,45,74,24,150,0.6153846153846155
228,45,74,75,150,0.11538461538461538
228,45,74,88,150,0.15384615384615388
228,45,74,120,150,0.11538461538461538
229,45,145,24,150,1.0
230,31,74,24,150,0.6153846153846155
230,31,74,75,150,0.11538461538461538
230,31,74,88,150,0.15384615384615388
230,31,74,120,150,0.11538461538461538
231,31,3,88,10,1.0
232,31,3,24,150,0.25
232,31,74,24,150,0.0
232,31,145,24,150,0.0
232,31,555,24,150,0.75
233,2,74,88,50,1.0
234,31,3,75,88,0.4
234,31,74,75,88,0.0
234,31,145,75,88,0.0
234,31,555,75,88,0.6
235,45,3,75,88,1.0
236,45,3,75,10,1.0
237,45,3,120,10,1.0
238,2,3,88,50,1.0
239,2,145,88,10,1.0
240,45,3,75,88,0.8
240,45,74,75,88,0.0
240,45,145,75,88,0.0
240,45,555,75,88,0.2
241,2,3,120,88,1.0
242,31,555,75,10,1.0
243,45,555,120,10,1.0
244,2,74,75,50,1.0
245,45,3,24,150,0.1666666666666667
245,45,3,75,150,0.08333333333333336
245,45,3,88,150,0.25
245,45,3,120,150,0.5
246,31,74,24,88,1.0
247,2,74,24,88,1.0
248,45,74,88,50,1.0
249,2,3,24,10,0.0
249,2,3,24,50,0.025862068965517244
249,2,3,24,88,0.0
249,2,3,24,150,0.05172413793103449
249,2,74,24,10,0.0
249,2,74,24,50,0.0
249,2,74,24,88,0.0
249,2,74,24,150,0.0
249,2,145,24,10,0.0
249,2,145,24,50,0.0
249,2,145,24,88,0.0
249,2,145,24,150,0.0
249,2,555,24,10,0.0
249,2,555,24,50,0.03448275862068966
249,2,555,24,88,0.0
249,2,555,24,150,0.06896551724137932
249,2,3,75,10,0.0
249,2,3,75,50,0.07758620689655173
249,2,3,75,88,0.0
249,2,3,75,150,0.025862068965517244
249,2,74,75,10,0.0
249,2,74,75,50,0.0
249,2,74,75,88,0.0
249,2,74,75,150,0.0
249,2,145,75,10,0.0
249,2,145,75,50,0.0
249,2,145,75,88,0.0
249,2,145,75,150,0.0
249,2,555,75,10,0.0
249,2,555,75,50,0.0517241379310345
249,2,555,75,88,0.0
249,2,555,75,150,0.01724137931034483
249,2,3,88,10,0.0
249,2,3,88,50,0.07758620689655173
249,2,3,88,88,0.0
249,2,3,88,150,0.07758620689655173
249,2,74,88,10,0.0
249,2,74,88,50,0.0
249,2,74,88,88,0.0
249,2,74,88,150,0.0
249,2,145,88,10,0.0
249,2,145,88,50,0.0
249,2,145,88,88,0.0
249,2,145,88,150,0.0
249,2,555,88,10,0.0
249,2,555,88,50,0.0517241379310345
249,2,555,88,88,0.0
249,2,555,88,150,0.0517241379310345
249,2,3,120,10,0.0
249,2,3,120,50,0.10344827586206898
249,2,3,120,88,0.0
249,2,3,120,150,0.15517241379310345
249,2,74,120,10,0.0
249,2,74,120,50,0.0
249,2,74,120,88,0.0
249,2,74,120,150,0.0
249,2,145,120,10,0.0
249,2,145,120,50,0.0
249,2,145,120,88,0.0
249,2,145,120,150,0.0
249,2,555,120,10,0.0
249,2,555,120,50,0.0517241379310345
249,2,555,120,88,0.0
249,2,555,120,150,0.07758620689655174
250,45,145,75,10,1.0
251,2,555,88,150,1.0
252,31,555,88,10,1.0
253,31,555,120,150,1.0
254,31,145,75,50,1.0
255,2,555,120,88,1.0
256,45,555,120,150,1.0
257,2,3,24,88,1.0
258,45,145,88,88,1.0
259,45,145,88,10,1.0
260,31,145,88,88,1.0
261,31,3,120,88,1.0
262,2,3,120,10,1.0
263,2,3,24,150,0.1666666666666667
263,2,3,75,150,0.08333333333333336
263,2,3,88,150,0.25
263,2,3,120,150,0.5
264,2,145,120,88,1.0
265,45,3,88,50,1.0
266,31,3,88,10,1.0
267,2,555,88,88,1.0
268,31,74,75,88,1.0
269,45,3,75,10,0.0
269,45,3,75,50,0.75
269,45,3,75,88,0.0
269,45,3,75,150,0.25000000000000006
270,2,3,75,150,1.0
271,2,3,120,150,1.0
272,2,555,120,150,1.0
273,31,555,120,88,1.0
274,2,3,75,88,1.0
275,45,3,75,10,1.0
276,31,555,120,10,1.0
277,2,145,75,88,1.0
278,2,74,88,88,1.0
279,2,3,88,88,1.0
280,2,3,120,50,1.0
281,2,555,88,88,1.0
282,2,555,120,88,1.0
283,2,3,120,10,1.0
284,2,145,75,88,1.0
285,31,3,24,88,0.25000000000000006
285,31,74,24,88,0.0
285,31,145,24,88,0.0
285,31,555,24,88,0.75
286,45,145,88,150,1.0
287,31,74,75,50,1.0
288,2,3,120,150,0.6666666666666666
288,2,74,120,150,0.0
288,2,145,120,150,0.0
288,2,555,120,150,0.3333333333333333
289,31,74,24,150,1.0
290,31,145,24,88,1.0
291,31,74,24,10,0.0
291,31,74,24,50,0.3333333333333333
291,31,74,24,88,0.0
291,31,74,24,150,0.6666666666666666
292,31,555,88,10,1.0
293,31,145,88,10,0.0
293,31,145,88,50,0.5
293,31,145,88,88,0.0
293,31,145,88,150,0.5
294,31,3,24,150,0.0650406504065041
294,31,74,24,150,0.0
294,31,145,24,150,0.0
294,31,555,24,150,0.1951219512195122
294,31,3,75,150,0.03252032520325205
294,31,74,75,150,0.0
294,31,145,75,150,0.0
294,31,555,75,150,0.04878048780487805
294,31,3,88,150,0.0975609756097561
294,31,74,88,150,0.0
294,31,145,88,150,0.0
294,31,555,88,150,0.14634146341463414
294,31,3,120,150,0.1951219512195122
294,31,74,120,150,0.0
294,31,145,120,150,0.0
294,31,555,120,150,0.2195121951219512
295,31,3,120,88,1.0
296,31,74,24,88,1.0
297,2,3,120,88,1.0
298,45,3,120,50,1.0
299,2,3,24,88,1.0
300,2,145,75,50,1.0
301,2,74,24,10,1.0
302,31,74,120,150,1.0
303,45,3,88,150,1.0
304,31,3,88,88,1.0
305,2,3,120,150,1.0
306,31,74,24,150,0.6153846153846155
306,31,74,75,150,0.11538461538461538
306,31,74,88,150,0.15384615384615388
306,31,74,120,150,0.11538461538461538
307,2,3,88,150,1.0
308,2,3,88,88,1.0
309,31,3,75,150,1.0
310,31,74,24,150,1.0
311,31,145,120,150,1.0
312,45,145,88,50,1.0
313,2,145,75,10,1.0
314,31,74,24,150,1.0
315,31,555,24,150,1.0
316,45,3,120,150,1.0
317,45,3,88,150,1.0
318,45,145,88,88,1.0
319,31,145,24,150,1.0
320,2,145,75,50,1.0
321,31,74,75,10,1.0
322,45,145,24,50,0.18181818181818182
322,45,145,75,50,0.2727272727272727
322,45,145,88,50,0.36363636363636365
322,45,145,120,50,0.18181818181818182
323,2,3,120,50,1.0
324,45,555,24,150,1.0
325,31,3,120,88,1.0
326,31,555,120,88,1.0
327,2,3,88,10,1.0
328,2,3,120,150,0.6666666666666667
328,2,74,120,150,0.0
328,2,145,120,150,0.0
328,2,555,120,150,0.3333333333333333
329,2,3,120,88,1.0
330,31,74,24,150,1.0
331,31,74,88,50,1.0
332,2,145,24,10,1.0
333,31,74,75,10,1.0
334,45,3,75,50,1.0
335,2,74,88,88,1.0
336,31,3,24,150,1.0
337,31,145,88,150,1.0
338,31,74,75,10,1.0
339,2,3,24,50,0.4285714285714285
339,2,74,24,50,0.0
339,2,145,24,50,0.0
339,2,555,24,50,0.5714285714285715
340,2,555,88,88,1.0
341,31,3,120,150,0.47058823529411775
341,31,74,120,150,0.0
341,31,145,120,150,0.0
341,31,555,120,150,0.5294117647058822
342,45,555,24,150,0.32000000000000006
342,45,555,75,150,0.08000000000000002
342,45,555,88,150,0.24
342,45,555,120,150,0.36
343,2,555,88,88,1.0
344,2,145,120,88,1.0
345,31,145,120,88,1.0
346,2,555,24,50,1.0
347,45,145,88,50,1.0
348,31,3,24,150,1.0
349,2,145,24,50,1.0
350,2,74,75,50,1.0
351,45,3,88,150,0.7999999999999999
351,45,74,88,150,0.0
351,45,145,88,150,0.0
351,45,555,88,150,0.19999999999999998
352,2,555,75,50,1.0
353,2,145,88,50,1.0
354,2,3,120,150,1.0
355,31,74,24,88,1.0
356,2,145,120,88,1.0
357,2,555,75,50,1.0
358,2,3,75,10,1.0
359,45,145,75,88,1.0
360,31,145,88,88,1.0
361,45,3,88,150,1.0
362,31,555,88,150,1.0
363,2,74,24,10,0.0
363,2,74,24,50,0.3333333333333333
363,2,74,24,88,0.0
363,2,74,24,150,0.6666666666666666
364,45,3,88,10,1.0
365,31,3,24,88,0.25000000000000006
365,31,74,24,88,0.0
365,31,145,24,88,0.0
365,31,555,24,88,0.75
366,2,74,88,150,1.0
367,31,555,24,88,1.0
368,45,145,88,88,1.0
369,31,145,120,50,1.0
370,2,74,75,10,1.0
371,2,145,24,150,1.0
372,45,145,88,50,1.0
373,2,3,75,10,1.0
374,31,555,120,88,1.0
375,31,145,88,88,1.0
376,45,555,24,150,0.32000000000000006
376,45,555,75,150,0.08000000000000002
376,45,555,88,150,0.24
376,45,555,120,150,0.36
377,45,145,88,88,1.0
378,2,74,88,50,1.0
379,2,74,75,88,1.0
380,31,3,120,50,0.47058823529411775
380,31,74,120,50,0.0
380,31,145,120,50,0.0
380,31,555,120,50,0.5294117647058822
381,2,145,88,88,1.0
382,2,555,24,10,0.0
382,2,555,24,50,0.3333333333333333
382,2,555,24,88,0.0
382,2,555,24,150,0.6666666666666666
383,2,74,88,88,1.0
384,31,74,75,10,1.0
385,31,3,88,88,1.0
386,2,3,75,88,1.0
387,2,74,24,150,1.0
388,45,74,24,50,1.0
389,2,555,75,88,1.0
390,45,74,75,10,1.0
391,31,74,24,150,0.6153846153846155
391,31,74,75,150,0.11538461538461538
391,31,74,88,150,0.15384615384615388
391,31,74,120,150,0.11538461538461538
392,31,74,120,150,1.0
393,31,74,75,50,1.0
394,2,3,120,150,1.0
395,2,145,88,150,1.0
396,2,555,88,50,1.0
397,2,3,88,150,1.0
398,45,3,120,50,1.0
399,2,3,75,50,0.5999999999999999
399,2,74,75,50,0.0
399,2,145,75,50,0.0
399,2,555,75,50,0.4
400,31,145,120,50,1.0
401,31,145,24,150,1.0
402,2,555,24,150,0.32000000000000006
402,2,555,75,150,0.08000000000000002
402,2,555,88,150,0.24
402,2,555,120,150,0.36
403,45,3,120,10,1.0
404,2,555,120,50,1.0
405,45,145,24,88,1.0
406,45,3,24,150,0.1666666666666667
406,45,3,75,150,0.08333333333333336
406,45,3,88,150,0.25
406,45,3,120,150,0.5
407,2,3,75,10,1.0
408,31,74,75,88,1.0
409,2,3,120,88,1.0
410,2,3,88,150,1.0
411,45,145,120,88,1.0
412,45,3,24,150,1.0
413,31,555,75,10,1.0
414,31,145,120,50,1.0
415,31,555,88,88,1.0
416,31,74,120,50,1.0
417,45,145,120,150,1.0
418,31,555,88,10,1.0
419,45,74,24,150,1.0
420,31,555,88,88,1.0
421,31,555,120,88,1.0
422,45,145,75,50,1.0
423,2,3,75,88,1.0
424,2,145,24,50,1.0
425,2,145,24,10,0.0
425,2,145,24,50,0.3333333333333333
425,2,145,24,88,0.0
425,2,145,24,150,0.6666666666666666
426,31,145,88,88,1.0
427,31,74,120,88,1.0
428,31,555,120,10,1.0
429,2,145,88,150,1.0
430,45,74,24,150,0.6153846153846155
430,45,74,75,150,0.11538461538461538
430,45,74,88,150,0.15384615384615388
430,45,74,120,150,0.11538461538461538
431,31,145,88,88,1.0
432,31,555,88,50,1.0
433,45,3,88,50,1.0
434,31,3,75,10,1.0
435,31,3,88,88,0.4
435,31,74,88,88,0.0
435,31,145,88,88,0.0
435,31,555,88,88,0.6
436,2,74,75,10,1.0
437,2,74,75,50,1.0
438,2,555,24,150,1.0
439,31,555,120,50,1.0
440,31,3,88,50,1.0
441,45,145,24,150,1.0
442,2,145,88,150,1.0
443,2,74,75,50,1.0
444,31,3,120,50,1.0
445,2,74,75,10,1.0
446,31,3,120,150,1.0
447,45,3,120,88,1.0
448,2,3,75,50,1.0
449,45,145,24,150,1.0
450,31,555,120,150,1.0
451,31,3,120,88,1.0
452,2,74,24,88,1.0
453,2,145,120,50,1.0
454,2,3,75,10,1.0
455,2,145,75,50,1.0
456,31,3,24,50,0.09090909090909091
456,31,3,75,50,0.2727272727272727
456,31,3,88,50,0.2727272727272727
456,31,3,120,50,0.36363636363636365
457,2,3,120,150,1.0
458,2,145,75,10,1.0
459,45,555,88,88,1.0
460,2,74,24,150,1.0
461,2,74,24,10,0.0
461,2,74,24,50,0.3333333333333333
461,2,74,24,88,0.0
461,2,74,24,150,0.6666666666666666
462,2,145,88,10,0.0
462,2,145,88,50,0.5
462,2,145,88,88,0.0
462,2,145,88,150,0.5
463,2,3,120,50,1.0
464,31,555,120,88,1.0
465,2,74,120,88,1.0
466,31,74,75,10,1.0
467,2,74,24,88,1.0
468,2,3,75,150,1.0
469,45,145,88,10,1.0
470,2,3,24,150,0.1666666666666667
470,2,3,75,150,0.08333333333333336
470,2,3,88,150,0.25
470,2,3,120,150,0.5
471,2,145,24,50,1.0
472,31,555,24,150,1.0
473,31,74,88,88,1.0
474,45,3,75,88,1.0
475,31,145,120,10,1.0
476,2,74,88,10,1.0
477,31,3,88,88,1.0
478,31,555,120,88,1.0
479,2,555,120,150,1.0
480,31,555,24,50,1.0
481,2,74,24,88,1.0
482,2,145,75,10,1.0
483,45,74,88,88,1.0
484,31,555,24,150,1.0
485,31,3,24,150,0.1666666666666667
485,31,3,75,150,0.08333333333333336
485,31,3,88,150,0.25
485,31,3,120,150,0.5
486,31,3,24,50,0.09090909090909091
486,31,3,75,50,0.2727272727272727
486,31,3,88,50,0.2727272727272727
486,31,3,120,50,0.36363636363636365
487,45,555,75,50,1.0
488,31,3,120,88,0.47058823529411775
488,31,74,120,88,0.0
488,31,145,120,88,0.0
488,31,555,120,88,0.5294117647058822
489,31,74,24,88,1.0
490,31,74,24,150,1.0
491,31,3,120,88,1.0
492,2,3,120,50,1.0
493,2,145,88,50,1.0
494,31,555,24,150,1.0
495,2,74,120,88,1.0
496,2,555,120,150,1.0
497,45,3,120,150,1.0
498,2,3,88,88,1.0
499,31,145,24,150,1.0
500,2,145,24,150,0.3333333333333333
500,2,145,75,150,0.08333333333333333
500,2,145,88,150,0.3333333333333333
500,2,145,120,150,0.24999999999999994
501,31,555,75,50,1.0
502,45,145,75,10,0.0
502,45,145,75,50,0.75
502,45,145,75,88,0.0
502,45,145,75,150,0.25000000000000006
503,31,3,120,88,1.0
504,2,3,24,150,0.1666666666666667
504,2,3,75,150,0.08333333333333336
504,2,3,88,150,0.25
504,2,3,120,150,0.5
505,2,145,88,88,1.0
506,31,555,24,88,1.0
507,2,74,75,88,1.0
508,2,145,24,150,1.0
509,45,3,75,10,1.0
510,2,145,75,50,1.0
511,2,145,75,50,1.0
512,45,145,75,10,1.0
513,2,3,88,50,1.0
514,2,145,24,50,0.18181818181818182
514,2,145,75,50,0.2727272727272727
514,2,145,88,50,0.36363636363636365
514,2,145,120,50,0.18181818181818182
515,31,74,24,150,1.0
516,45,145,24,150,0.3333333333333333
516,45,145,75,150,0.08333333333333333
516,45,145,88,150,0.3333333333333333
516,45,145,120,150,0.24999999999999994
517,31,74,75,50,1.0
518,2,145,24,88,1.0
519,31,145,120,50,1.0
520,31,3,88,88,1.0
521,31,555,88,88,1.0
522,31,3,88,88,1.0
523,31,3,120,88,1.0
524,2,555,88,50,1.0
525,2,74,24,50,0.34782608695652173
525,2,74,75,50,0.39130434782608686
525,2,74,88,50,0.17391304347826086
525,2,74,120,50,0.08695652173913043
526,2,74,75,10,1.0
527,2,555,75,88,1.0
528,45,145,75,150,1.0
529,31,3,120,88,1.0
530,2,555,120,50,1.0
531,31,3,88,150,1.0
532,45,555,120,88,1.0
533,31,3,88,10,0.0
533,31,3,88,50,0.2
533,31,3,88,88,0.0
533,31,3,88,150,0.2
533,31,74,88,10,0.0
533,31,74,88,50,0.0
533,31,74,88,88,0.0
533,31,74,88,150,0.0
533,31,145,88,10,0.0
533,31,145,88,50,0.0
533,31,145,88,88,0.0
533,31,145,88,150,0.0
533,31,555,88,10,0.0
533,31,555,88,50,0.29999999999999993
533,31,555,88,88,0.0
533,31,555,88,150,0.29999999999999993
534,31,3,24,150,0.1666666666666667
534,31,3,75,150,0.08333333333333336
534,31,3,88,150,0.25
534,31,3,120,150,0.5
535,2,145,120,150,1.0
536,45,3,120,150,1.0
537,31,555,120,88,1.0
538,2,555,120,150,1.0
539,45,145,24,150,1.0
540,2,3,88,88,1.0
541,31,3,88,50,1.0
542,31,145,120,150,1.0
543,2,3,120,88,1.0
544,45,145,88,88,1.0
545,2,3,88,50,0.6
545,2,74,88,50,0.0
545,2,145,88,50,0.0
545,2,555,88,50,0.4
546,2,74,88,50,1.0
547,45,3,88,88,1.0
548,2,145,88,88,1.0
549,2,3,120,10,1.0
550,31,74,24,88,1.0
551,31,74,24,88,1.0
552,2,3,24,50,0.09090909090909091
552,2,3,75,50,0.2727272727272727
552,2,3,88,50,0.2727272727272727
552,2,3,120,50,0.36363636363636365
553,2,74,24,150,1.0
554,31,555,88,50,1.0
555,31,555,75,10,1.0
556,31,555,88,150,1.0
557,31,74,24,10,0.0
557,31,74,24,50,0.3333333333333333
557,31,74,24,88,0.0
557,31,74,24,150,0.6666666666666666
558,2,3,88,10,1.0
559,45,555,88,10,1.0
560,2,555,88,88,1.0
561,2,145,88,88,1.0
562,31,145,75,50,1.0
563,2,3,120,50,0.6666666666666666
563,2,74,120,50,0.0
563,2,145,120,50,0.0
563,2,555,120,50,0.33333333333333337
564,2,555,120,88,1.0
565,2,74,88,10,1.0
566,45,145,24,150,1.0
567,31,3,75,88,1.0
568,45,3,88,150,1.0
569,2,555,24,150,0.32000000000000006
569,2,555,75,150,0.08000000000000002
569,2,555,88,150,0.24
569,2,555,120,150,0.36
570,2,3,88,88,1.0
571,2,3,120,88,1.0
572,45,74,75,10,0.0
572,45,74,75,50,0.75
572,45,74,75,88,0.0
572,45,74,75,150,0.25000000000000006
573,31,74,75,50,1.0
574,31,74,24,88,1.0
575,2,145,88,10,1.0
576,31,145,75,10,1.0
577,31,74,24,150,1.0
578,2,74,75,88,1.0
579,2,145,75,10,0.0
579,2,145,75,50,0.75
579,2,145,75,88,0.0
579,2,145,75,150,0.25000000000000006
580,45,3,88,50,1.0
581,31,3,120,150,1.0
582,45,74,88,88,1.0
583,2,74,24,88,1.0
584,2,145,24,88,1.0
585,45,145,88,10,1.0
586,45,555,75,50,1.0
587,31,74,24,88,1.0
588,2,555,88,88,1.0
589,45,145,88,10,1.0
590,31,145,24,88,1.0
591,31,555,120,10,1.0
592,45,145,24,10,0.0
592,45,145,24,50,0.3333333333333333
592,45,145,24,88,0.0
592,45,145,24,150,0.6666666666666666
593,45,145,88,50,1.0
594,45,3,75,10,1.0
595,2,145,88,10,1.0
