A,B,C,IB
21,345,65,0
53,147,41,0
53,200,789,0
53,345,254,0
53,147,41,1
21,147,254,1
589,200,254,0
254,147,41,0
53,200,254,0
21,33,254,0
53,345,41,0
21,147,65,0
21,147,254,0
21,94,41,0
254,200,65,0
53,147,254,0
589,345,65,0
21,94,65,0
53,33,65,0
254,147,41,0
21,33,254,0
53,147,41,0
254,94,65,0
21,94,65,0
589,345,789,1
254,94,254,0
21,345,65,0
53,345,254,0
254,200,41,0
21,33,789,0
589,200,254,0
254,147,65,0
254,147,41,0
589,345,65,0
21,94,789,0
254,200,65,0
254,345,65,0
254,147,41,0
21,33,65,0
53,345,65,0
254,147,254,0
53,33,41,0
589,147,789,0
53,345,65,0
254,147,254,0
53,147,254,0
254,147,41,0
21,94,65,0
254,94,65,0
254,147,254,0
254,33,65,0
53,147,254,0
254,200,41,0
589,147,41,0
589,33,41,0
589,147,789,0
53,147,41,0
53,345,41,0
254,94,65,0
53,345,254,0
53,147,65,0
53,345,65,0
53,33,789,0
53,200,65,0
21,147,65,1
53,345,65,0
21,33,789,0
254,94,254,0
53,345,41,0
53,147,41,0
589,33,41,0
21,94,65,0
53,147,789,0
53,200,65,1
53,147,65,0
254,345,41,0
53,147,789,0
254,94,65,0
53,147,41,0
589,33,789,0
21,94,65,0
254,200,254,0
53,147,789,0
53,147,254,0
589,345,789,0
53,345,65,0
53,200,65,1
53,345,254,0
53,200,41,0
53,147,41,0
254,94,41,0
254,200,41,0
53,200,65,0
53,345,254,1
589,200,789,0
53,33,65,0
53,147,65,0
254,94,65,0
53,147,41,0
53,147,41,0
53,147,65,1
589,33,254,0
589,200,789,0
21,33,65,0
53,147,41,0
589,345,254,0
53,147,65,0
21,147,41,0
53,147,65,0
53,147,65,0
589,33,41,0
53,147,65,0
254,147,254,1
589,147,65,0
21,94,65,0
53,147,65,0
53,147,65,0
254,147,254,0
53,345,41,1
21,147,65,0
53,33,65,0
53,147,65,0
589,33,41,0
53,33,65,0
53,147,65,0
589,147,41,0
53,345,65,1
254,345,65,0
53,345,65,0
254,200,41,0
589,345,41,1
21,147,254,1
21,345,254,1
21,345,65,1
53,345,254,0
53,200,789,0
589,33,41,0
254,200,65,0
589,33,789,0
21,94,254,0
589,33,789,0
53,345,41,0
254,345,41,0
254,147,789,0
53,200,65,0
53,345,789,0
589,200,254,0
21,345,65,0
254,94,65,0
53,147,254,0
589,33,41,0
254,345,254,0
53,147,789,0
589,33,254,0
254,147,254,0
53,147,789,0
254,200,254,0
21,94,254,0
53,200,41,0
254,345,65,0
254,33,41,0
53,147,41,0
21,147,41,0
53,33,254,0
589,345,41,0
53,33,789,0
53,345,41,0
53,200,254,1
254,94,41,0
589,345,254,0
21,147,41,0
53,200,65,0
21,94,41,0
589,147,789,0
53,345,789,0
53,33,41,0
21,147,65,0
21,147,65,0
53,200,789,0
53,200,65,0
53,345,65,1
21,345,65,0
589,345,41,0
53,200,41,0
53,345,65,0
254,200,41,0
53,345,789,0
589,200,65,0
589,200,789,0
21,147,41,0
53,147,65,0
589,33,65,0
53,147,254,0
21,94,41,0
53,147,41,0
589,33,254,0
589,345,789,0
589,200,41,1
21,94,254,0
53,345,65,0
53,345,789,0
53,147,789,0
53,200,65,0
589,200,41,0
53,33,41,0
254,33,789,0
53,345,65,1
53,147,65,0
254,94,41,0
21,94,41,0
53,345,65,0
53,33,41,0
589,345,41,0
53,345,41,1
53,147,41,0
53,147,41,0
21,147,65,0
53,147,41,0
589,33,254,0
589,345,789,1
21,33,41,0
21,94,65,0
53,33,789,0
53,345,41,0
53,147,254,0
589,33,789,0
254,147,41,1
589,33,65,0
589,147,789,0
53,147,65,0
53,147,41,0
21,94,789,0
589,200,254,0
53,345,65,0
254,33,65,0
21,33,789,0
589,33,41,0
21,94,254,0
53,200,65,0
254,147,41,0
21,345,65,0
53,345,41,0
21,345,789,0
53,345,789,0
53,147,41,0
254,33,41,0
53,200,254,0
21,147,65,0
53,147,41,0
254,94,65,0
53,33,254,0
21,345,789,0
254,147,65,1
53,200,789,0
53,147,789,0
254,147,254,0
53,147,65,0
589,33,789,0
254,147,41,0
589,33,65,0
53,345,65,0
589,147,65,0
254,33,65,0
589,200,65,0
21,94,65,0
53,147,789,1
21,94,65,0
53,345,65,0
589,200,789,0
53,147,65,1
589,33,789,0
254,147,41,0
21,94,254,0
254,200,41,0
53,147,254,0
53,147,254,0
254,94,41,0
53,147,65,0
21,94,254,0
254,345,65,0
53,200,41,0
53,200,41,0
254,147,65,0
53,147,789,0
53,147,65,0
53,147,65,0
589,33,65,0
53,345,41,0
589,33,789,0
589,33,254,0
53,200,65,0
53,200,65,0
589,33,65,0
21,345,65,0
53,345,65,0
53,147,254,0
21,94,41,0
21,94,41,0
589,200,254,0
254,94,254,0
53,147,41,0
589,147,65,0
21,33,65,0
53,200,65,0
589,33,254,0
589,33,789,0
53,147,254,0
53,147,254,0
21,147,65,0
53,33,41,0
53,147,254,0
589,345,254,1
21,345,65,0
254,94,65,0
589,147,789,0
53,147,41,0
53,147,789,0
53,345,41,0
21,345,41,0
21,94,41,0
53,200,65,0
254,147,65,1
21,345,789,0
254,94,65,0
53,345,65,0
21,147,789,0
254,94,65,0
589,147,41,0
254,147,65,0
53,147,254,0
53,200,254,1
589,33,254,0
254,147,41,0
589,33,65,0
53,33,41,0
53,345,789,0
53,33,65,0
21,33,65,0
254,94,254,0
53,147,65,0
53,200,65,0
589,345,65,0
53,147,41,0
53,33,65,0
53,147,65,0
53,147,41,0
53,200,789,0
589,33,41,0
589,345,254,0
53,33,254,0
53,345,254,0
21,94,65,0
589,33,789,0
53,147,65,0
21,345,65,0
589,345,254,0
21,33,254,0
53,33,65,0
53,200,254,0
21,33,65,0
21,94,65,0
21,345,65,0
53,33,41,0
589,33,789,0
53,200,254,0
21,33,65,0
21,147,65,0
589,147,254,0
589,345,789,0
53,200,254,0
254,345,65,0
589,200,789,0
53,345,254,0
589,33,65,0
53,147,254,0
53,147,65,0
53,147,65,1
589,147,254,0
254,94,41,0
53,345,41,0
53,345,65,0
21,94,41,0
589,345,65,1
254,94,65,0
53,147,65,0
254,345,41,0
53,147,65,0
589,147,41,1
53,345,65,0
53,200,65,0
53,345,65,0
21,33,65,0
53,200,65,1
53,147,65,0
53,147,789,0
589,33,254,0
254,94,41,0
21,94,65,0
53,345,41,0
21,94,254,0
53,147,41,0
21,147,254,1
53,345,41,0
589,147,789,0
589,33,254,0
21,94,41,0
21,345,65,0
53,147,254,0
53,147,254,0
254,94,254,0
21,33,41,0
254,345,41,0
589,33,65,0
21,147,65,1
53,200,65,1
589,147,254,0
589,345,41,0
254,94,41,0
589,33,41,0
21,33,41,0
53,345,65,1
589,345,254,0
21,345,789,0
53,345,65,0
21,94,41,0
53,345,254,0
21,147,65,0
589,33,254,0
53,147,65,0
254,147,254,0
589,345,789,0
589,200,789,1
254,345,65,0
53,345,41,1
53,200,41,0
21,33,65,0
589,345,254,1
53,147,789,0
254,345,65,0
53,345,254,0
53,147,65,1
53,147,41,0
589,33,789,0
589,345,789,0
53,147,65,0
589,345,254,0
53,147,41,0
53,200,789,0
21,94,65,0
53,147,254,0
53,33,41,0
53,345,254,0
589,345,254,0
21,345,65,0
21,33,65,0
53,200,65,0
589,147,789,1
53,147,41,0
254,147,41,0
53,345,41,0
254,94,65,0
254,147,789,0
589,147,789,0
53,345,65,0
254,94,65,0
53,147,254,0
21,33,65,0
53,345,65,0
53,200,65,0
254,147,41,0
254,94,254,0
254,94,41,0
53,345,254,0
21,147,65,0
254,147,65,0
21,147,789,0
21,147,65,0
254,200,254,0
589,147,789,0
53,33,41,0
589,33,65,0
254,200,41,0
53,147,41,0
254,94,254,0
254,345,65,0
21,33,254,0
254,147,254,0
21,33,65,0
53,147,65,1
53,147,65,0
21,147,41,0
21,345,254,0
589,33,789,0
53,345,65,1
21,345,789,0
53,147,254,0
589,345,789,1
53,200,254,0
254,200,41,0
53,33,254,0
21,345,789,0
254,94,41,0
589,33,41,0
53,200,65,1
53,33,65,0
53,33,41,0
254,94,65,0
589,33,254,0
589,345,789,0
589,33,254,0
21,94,65,0
589,33,789,0
254,94,254,0
589,200,254,0
21,94,65,0
21,94,65,0
589,147,65,0
254,94,65,0
53,147,789,0
21,147,254,0
53,345,65,0
589,345,254,0
254,147,254,0
21,94,65,0
254,147,65,1
53,33,65,0
53,200,65,0
589,33,41,0
254,147,41,0
53,200,65,0
53,33,789,0
53,147,65,0
254,147,65,0
254,94,254,0
589,33,254,0
53,147,65,0
53,147,65,0
254,33,41,0
589,33,254,0
589,33,65,0
21,147,41,0
53,147,789,0
21,33,41,0
589,33,254,0
589,33,254,0
53,147,41,1
589,200,789,0
589,200,254,0
589,200,65,0
21,94,41,0
53,147,41,1
589,147,41,0
254,147,65,0
254,147,41,0
53,345,65,1
21,94,65,0
53,345,41,0
254,94,65,0
21,147,65,0
53,200,41,0
53,200,254,0
589,33,254,0
21,147,254,0
254,94,41,0
53,345,65,0
589,200,789,0
21,94,41,0
21,345,41,0
53,147,65,0
589,33,789,0
589,147,65,1
589,147,41,0
53,147,254,0
53,345,65,0
53,200,65,0
589,33,254,0
53,147,41,1
589,200,254,0
589,147,41,0
53,200,254,0
21,94,789,0
53,345,65,0
53,147,41,0
53,147,254,1
254,345,41,0
53,147,65,0
53,200,65,0
21,94,789,0
254,200,41,0
589,147,789,0
589,33,65,0
589,345,254,0
589,33,789,0
53,147,41,0
53,33,41,0
53,147,65,0
53,345,789,0
53,345,41,0
589,33,41,0
21,94,65,0
53,345,65,0
21,94,41,0
589,147,254,0
53,345,254,0
21,147,254,0
254,33,789,0
254,147,41,0
589,33,254,0
53,345,789,0
21,33,65,0
53,147,254,0
254,147,41,1
53,147,65,0
53,345,41,1
53,345,65,0
254,147,254,0
53,200,254,0
21,94,254,0
589,345,65,0
254,147,41,0
589,147,254,0
21,33,789,0
53,345,41,0
53,147,254,0
53,200,41,0
254,200,789,1
53,200,789,0
589,147,65,0
53,200,254,1
589,33,789,0
53,147,65,1
21,147,789,0
53,147,789,0
53,200,41,0
53,345,254,0
589,200,41,0
53,200,65,0
254,94,65,0
53,345,41,0
53,147,65,0
21,345,789,0
21,94,65,0
21,345,41,0
21,345,65,1
53,147,65,0
254,345,41,0
589,33,789,0
254,200,65,0
254,345,789,0
53,345,65,0
21,345,65,0
589,345,65,0
21,33,254,0
53,345,41,0
53,33,41,0
21,94,789,0
589,33,789,0
254,345,41,0
589,200,41,1
21,94,789,0
21,94,789,0
21,33,65,0
254,147,41,0
21,94,254,0
589,200,41,0
21,94,254,0
254,147,41,1
589,345,789,0
53,147,254,0
53,345,41,0
254,147,65,0
589,345,254,0
589,147,789,1
589,33,65,0
53,147,65,0
21,147,65,0
21,33,254,0
589,33,789,0
53,200,254,0
53,147,65,0
254,94,65,0
21,345,65,0
21,147,254,0
589,33,789,0
589,200,41,0
53,147,65,0
53,147,41,0
53,200,65,0
53,147,41,0
21,147,65,0
21,345,254,1
21,147,254,0
21,147,65,0
53,345,254,0
53,345,65,0
21,345,254,0
21,33,65,0
53,147,41,0
53,33,41,0
53,345,41,0
589,33,41,0
589,200,41,0
589,33,41,0
53,200,41,0
589,33,41,0
53,147,41,0
53,345,41,0
53,33,65,0
53,345,41,0
589,33,254,0
53,345,789,0
21,147,789,0
254,94,254,0
53,147,65,0
589,200,789,0
254,147,65,1
53,200,41,0
53,147,41,0
589,200,254,0
254,33,65,0
53,345,41,0
589,33,789,0
53,345,41,0
589,345,65,0
21,33,65,0
53,200,254,0
21,345,254,0
53,33,41,0
53,345,254,0
53,33,254,0
254,147,65,1
21,33,41,0
53,345,789,0
21,147,65,0
53,147,254,0
589,147,254,0
254,200,254,0
589,33,41,0
589,147,254,0
254,147,789,0
254,94,65,0
53,147,254,0
589,33,789,0
589,33,65,0
21,147,254,0
53,345,65,0
21,33,254,0
254,345,41,0
254,94,65,0
254,200,41,1
21,33,65,0
254,94,41,0
254,94,65,0
21,94,789,0
53,33,65,0
589,345,41,0
254,200,254,0
53,147,65,0
53,345,41,0
53,345,789,0
254,147,65,0
53,147,254,0
254,147,789,0
21,94,789,0
254,94,789,0
53,345,254,0
53,345,41,0
53,345,65,0
254,94,254,0
589,200,254,0
21,147,65,0
53,345,789,0
53,147,65,0
589,147,789,0
53,147,41,0
21,147,65,0
53,147,789,0
254,147,41,0
254,345,41,0
254,200,41,0
254,33,254,0
53,147,65,0
254,147,41,0
53,147,65,0
254,345,254,0
21,94,254,0
53,345,65,1
254,94,41,0
53,33,254,0
53,345,41,0
254,200,789,0
53,200,65,0
589,345,254,0
53,147,65,0
254,147,65,0
21,147,65,0
21,94,789,0
254,147,254,0
589,33,41,0
21,147,65,0
53,147,254,0
589,147,65,0
589,147,65,0
589,33,65,0
589,33,254,0
589,147,789,0
53,345,41,0
21,147,41,0
254,33,789,0
53,345,41,0
254,33,65,0
254,200,789,0
53,345,789,0
589,345,254,0
589,33,254,0
53,147,254,0
53,345,41,0
254,94,254,0
254,147,254,0
254,94,254,0
589,200,65,0
53,345,41,0
53,147,254,1
53,147,41,0
53,345,41,0
53,345,41,0
589,200,789,0
21,94,41,0
53,147,254,1
589,147,65,0
589,345,65,0
53,147,254,0
589,147,41,0
53,147,41,0
53,33,41,0
254,147,254,0
21,147,789,0
53,200,41,0
53,33,41,0
254,345,41,0
53,147,65,0
254,147,41,1
53,147,65,0
589,200,789,0
589,33,65,0
21,345,65,0
254,147,41,1
589,33,254,0
53,147,65,0
53,200,41,0
254,147,41,0
53,147,41,0
53,200,254,0
53,200,254,0
254,345,41,0
589,147,65,0
589,200,41,0
53,200,254,0
589,345,41,0
589,147,789,0
53,345,65,0
21,94,41,0
53,147,65,0
53,345,41,0
589,200,789,1
53,345,254,0
254,147,65,0
589,147,65,0
53,200,254,0
53,200,65,0
254,147,41,0
254,147,41,0
21,94,65,0
589,33,789,0
254,94,65,0
21,33,41,0
53,147,65,0
254,200,41,0
53,147,41,0
21,33,41,0
53,147,65,0
254,200,41,1
53,200,65,0
589,200,65,0
53,147,65,0
589,200,254,0
53,147,41,1
53,200,254,0
254,94,789,0
589,345,254,0
254,147,65,0
589,345,254,1
254,147,65,0
21,33,41,0
53,345,41,0
53,200,41,0
21,147,254,0
53,33,65,0
53,345,789,0
254,94,65,0
589,33,789,0
254,345,65,0
53,345,65,1
254,147,789,0
254,147,254,0
21,94,65,0
254,33,41,0
21,33,41,0
589,33,65,0
21,147,65,0
53,200,41,0
53,345,65,0
53,147,41,0
254,147,254,0
53,200,65,0
21,94,254,0
21,147,65,0
53,147,41,1
21,33,789,0
21,147,65,0
589,147,254,0
254,33,41,0
53,345,254,0
21,94,65,0
53,147,254,0
53,345,65,0
53,345,254,0
53,147,41,0
589,33,254,0
53,147,254,0
21,33,254,0
254,147,65,0
21,345,41,0
53,200,65,0
589,345,254,0
53,345,65,0
589,200,41,0
254,147,65,0
21,33,254,0
589,147,65,0
53,147,41,0
53,345,41,1
21,147,41,0
589,200,254,0
53,33,254,0
254,94,41,0
53,200,65,0
254,147,65,0
254,94,789,0
53,33,65,0
254,345,41,0
53,345,65,0
589,200,41,0
589,33,254,0
21,345,65,0
53,147,254,0
21,147,65,0
254,94,41,0
589,33,65,0
53,345,41,0
254,94,254,0
254,200,254,0
53,200,65,0
254,147,65,0
53,345,41,0
53,200,65,0
589,147,65,0
254,200,254,0
21,345,789,0
21,345,65,0
254,94,41,0
589,200,65,0
53,33,789,0
53,345,789,0
53,200,254,0
254,94,65,0
589,345,254,0
589,200,254,0
21,345,254,0
21,147,65,1
21,147,254,0
53,147,41,0
589,33,254,0
21,33,41,0
254,345,65,0
53,200,254,0
53,345,65,0
53,147,65,0
254,147,41,0
53,33,254,0
53,147,65,0
589,200,789,0
53,200,254,0
53,33,41,0
589,33,65,0
21,147,65,0
53,147,789,0
254,94,65,0
254,94,65,0
53,200,254,1
21,345,65,0
254,94,65,0
254,33,65,0
21,94,789,0
53,147,41,0
589,147,254,0
589,33,41,0
254,147,65,0
53,345,65,0
53,345,41,0
53,33,65,0
53,345,254,0
254,33,254,0
53,345,41,0
53,147,65,0
589,200,789,0
254,345,41,0
254,147,254,0
53,147,65,0
53,147,254,0
53,200,254,0
21,94,41,0
21,33,254,0
53,200,65,0
21,345,65,0
53,147,789,0
53,200,41,0
53,345,65,0
53,147,41,0
53,345,65,0
53,345,65,0
53,345,254,0
589,147,254,0
21,94,254,0
21,94,65,0
21,94,65,0
254,345,65,0
254,200,41,0
53,345,65,0
589,33,789,0
53,147,41,0
21,147,254,1
254,147,254,0
21,345,41,0
21,94,65,0
21,94,254,0
254,94,41,0
53,33,41,0
21,345,254,0
254,345,65,1
53,147,41,0
53,33,254,0
254,147,41,0
254,345,65,0
254,147,254,0
53,200,789,0
53,147,254,1
53,147,254,0
589,147,41,0
53,33,41,0
53,147,65,0
21,147,65,0
254,94,41,0
21,147,41,0
53,345,254,0
21,345,65,1
589,345,65,0
254,200,65,0
254,147,65,1
53,147,41,0
254,147,41,0
21,33,254,0
254,94,41,0
589,200,254,0
254,94,254,0
254,147,41,0
53,345,65,0
53,147,65,0
53,147,789,0
589,200,789,0
21,345,65,0
589,345,65,0
589,33,254,0
53,147,65,0
53,147,65,0
21,94,41,0
254,94,254,0
53,345,41,0
254,345,41,0
254,94,254,0
589,33,254,0
53,147,41,0
589,147,65,1
53,200,254,0
254,200,41,0
21,147,41,0
53,33,41,0
53,147,65,0
21,94,41,0
589,200,254,0
589,33,789,0
53,147,41,0
21,147,789,0
254,147,65,0
254,94,65,0
53,345,254,0
254,94,41,0
589,33,65,0
53,200,41,0
254,33,65,0
53,147,41,0
254,147,65,0
254,94,41,0
254,94,65,0
589,200,254,0
53,345,254,0
254,345,789,0
21,94,65,0
53,147,65,0
53,345,65,0
53,33,41,0
254,200,41,0
53,345,65,0
53,200,254,0
254,33,65,0
53,147,41,0
53,147,254,0
589,33,789,0
53,33,41,0
53,200,65,0
21,33,65,0
254,94,41,0
53,33,41,0
53,147,41,0
254,147,254,0
53,147,65,0
254,94,65,0
53,147,254,1
21,33,254,0
254,147,65,1
21,345,789,0
53,345,41,0
254,94,254,0
53,147,254,1
21,94,254,0
53,33,65,0
589,33,254,0
589,33,65,0
254,94,65,0
254,200,254,0
589,147,254,0
254,147,41,1
53,345,41,0
254,94,254,0
53,147,65,0
589,147,41,0
589,33,789,0
589,147,65,0
53,147,41,0
21,345,65,0
53,345,254,0
53,200,41,0
254,33,65,0
254,345,41,0
254,345,65,0
53,345,789,0
53,345,254,0
589,33,65,0
589,200,41,1
589,33,254,0
589,147,789,0
53,345,41,0
21,94,41,0
589,33,254,0
254,147,41,1
53,200,41,0
589,345,254,0
21,94,65,0
53,147,789,0
21,33,41,0
21,94,65,0
53,147,41,0
53,147,65,0
53,147,65,0
53,345,65,0
53,147,254,0
53,33,65,0
589,200,254,0
589,147,65,0
53,147,254,0
53,33,254,0
53,147,789,1
21,33,65,0
589,33,789,0
254,94,254,0
53,33,65,0
53,147,65,0
53,147,789,0
589,33,254,0
21,33,41,0
53,147,65,0
21,94,789,0
21,94,254,0
21,94,254,0
589,345,789,0
589,200,789,0
21,94,254,0
589,200,789,1
21,94,41,0
53,33,789,0
254,94,41,0
53,147,254,0
53,147,41,0
21,147,65,1
589,345,65,0
53,200,65,0
53,147,65,0
589,147,789,0
254,200,41,0
53,147,65,0
53,147,65,0
589,33,65,0
589,200,65,0
21,94,65,0
589,147,789,0
589,147,41,0
589,147,41,0
589,33,254,0
53,200,65,0
254,147,65,0
21,345,65,0
254,94,41,0
53,33,254,0
53,147,41,0
254,33,41,0
254,33,254,0
21,94,254,0
254,94,41,0
254,200,41,0
254,94,789,0
53,147,65,0
53,345,41,0
53,200,65,0
53,345,41,0
53,345,65,0
53,147,65,0
254,147,65,0
53,200,65,0
21,147,254,0
254,200,41,0
53,147,41,0
254,147,789,0
21,33,65,0
254,147,41,1
589,147,789,0
254,94,41,0
254,200,41,0
53,33,65,0
53,200,65,0
589,147,254,1
254,147,254,0
21,94,65,0
589,33,254,0
254,94,789,0
21,94,65,0
53,147,65,0
21,94,65,0
53,200,65,0
589,200,789,0
589,200,65,0
21,345,65,0
53,147,41,0
589,200,789,0
53,147,254,0
254,147,254,0
53,147,65,0
254,200,41,0
53,147,65,0
254,147,254,0
589,345,254,0
254,147,65,0
21,94,65,0
589,33,789,0
53,147,41,0
589,345,254,0
589,33,65,0
254,200,41,0
589,33,65,0
21,147,65,1
589,147,41,0
254,147,41,0
589,33,254,0
254,200,65,0
589,33,789,0
53,200,65,1
254,147,41,0
589,147,254,0
589,200,789,0
53,345,65,0
53,200,789,1
53,200,41,0
254,345,789,0
254,94,41,0
21,94,254,0
589,147,65,0
53,200,254,0
254,147,65,0
53,147,789,0
53,147,41,0
589,33,65,0
254,200,41,1
21,345,65,0
589,33,65,0
254,33,41,0
53,33,41,0
21,94,254,0
21,345,65,1
53,147,65,0
589,345,254,0
589,33,41,0
53,147,789,0
53,33,65,0
254,94,41,0
589,147,254,0
21,94,65,0
21,33,65,0
53,345,65,0
589,200,789,0
53,345,65,0
21,147,254,0
53,147,65,0
589,33,254,0
21,147,65,0
21,94,65,0
254,94,65,0
53,147,65,0
53,200,41,0
53,200,65,0
53,200,41,0
21,94,254,0
53,147,254,0
53,200,41,1
589,33,41,0
53,33,65,0
53,147,254,0
53,33,41,0
254,345,41,0
21,345,65,0
53,147,65,0
254,147,254,0
53,345,65,1
21,147,65,1
53,345,41,0
21,33,65,0
589,200,789,1
254,345,789,0
589,33,65,0
21,94,41,0
21,345,65,0
589,345,254,0
589,200,789,0
53,147,65,0
254,200,65,0
21,147,254,0
53,147,789,0
254,200,41,0
53,345,254,0
589,33,789,0
254,200,65,0
589,147,789,0
589,33,789,0
53,200,65,0
21,147,65,0
589,33,789,0
254,200,65,0
53,200,254,0
53,33,41,0
589,33,789,0
21,94,65,0
53,200,65,0
53,345,789,0
53,200,65,0
53,200,254,0
53,345,254,1
254,200,41,0
589,33,789,0
254,200,65,0
254,147,65,0
589,33,254,0
21,33,789,0
589,345,41,0
21,94,41,0
53,200,41,0
53,345,254,0
589,200,789,0
53,200,65,0
254,200,41,0
21,147,254,0
589,345,254,0
254,147,65,1
53,345,65,0
21,345,254,0
589,33,41,0
254,345,65,0
53,147,65,0
21,94,789,0
53,147,789,1
53,147,41,0
589,33,254,0
53,147,789,0
53,147,41,0
589,200,41,0
589,200,41,0
589,33,789,0
254,200,789,0
589,345,65,0
589,33,41,0
589,33,41,0
53,345,65,0
254,147,41,0
589,147,65,0
589,33,789,0
254,33,65,0
589,345,41,0
53,147,41,0
21,33,254,0
589,200,789,0
21,147,789,0
53,200,789,0
589,33,65,0
21,147,254,0
53,345,65,0
254,33,41,0
53,147,254,0
53,147,65,0
53,147,41,0
589,147,41,0
589,33,41,0
53,147,65,1
254,200,41,0
21,345,254,0
21,94,41,0
21,94,65,0
21,94,65,0
254,33,65,0
21,147,254,0
254,147,789,0
21,33,789,0
589,33,789,0
21,345,65,1
254,94,789,0
53,147,41,0
53,147,789,0
53,147,41,1
589,147,789,0
21,33,41,0
53,345,254,0
21,147,65,0
21,147,65,0
254,33,41,0
589,200,789,0
589,345,254,0
21,94,65,0
21,94,254,0
53,147,65,0
589,345,254,0
254,200,41,0
21,345,254,0
21,94,65,0
21,94,65,0
254,200,254,0
254,33,65,0
53,200,254,0
21,94,65,0
53,147,41,0
21,33,65,0
53,147,65,1
53,345,254,0
53,147,789,0
589,33,41,0
589,33,41,0
21,345,65,0
589,33,65,0
53,345,41,0
21,33,65,0
21,147,41,1
21,345,254,0
53,33,65,0
53,147,41,0
254,33,41,0
254,147,41,1
53,147,41,0
53,345,254,0
53,345,254,0
254,200,41,0
53,345,41,0
589,345,789,0
21,94,789,0
53,147,254,0
21,94,65,0
589,345,41,0
589,345,65,0
53,147,254,0
254,147,254,0
21,147,65,0
254,147,65,0
53,345,41,0
53,200,254,0
21,94,254,0
21,147,254,0
53,147,65,0
21,94,65,0
589,200,65,1
21,94,65,0
589,200,41,0
589,345,41,0
53,147,65,0
254,94,254,0
254,147,41,0
53,147,65,1
53,33,41,0
589,345,254,0
53,345,41,0
589,147,789,0
254,345,65,0
53,200,41,0
53,147,41,0
254,147,65,0
53,200,65,0
53,147,65,1
21,94,65,0
589,345,789,0
589,147,254,0
53,345,41,0
589,345,789,0
53,345,65,0
53,345,254,0
53,147,254,0
