block_id,A,B,C,D,probability
115,2,555,75,50,0.75
115,2,555,75,88,0.0
115,2,555,75,150,0.25000000000000006
116,2,145,75,50,1.0
117,31,74,120,88,1.0
118,31,74,75,10,1.0
119,31,3,120,10,0.0
119,31,3,120,50,0.4000000000000001
119,31,3,120,88,0.0
119,31,3,120,150,0.6
120,45,145,88,88,1.0
121,45,3,88,150,1.0
122,45,555,88,50,1.0
123,31,74,120,88,1.0
124,31,74,75,88,1.0
125,45,74,75,10,1.0
126,31,3,24,88,1.0
127,45,145,24,10,1.0
128,31,555,88,150,1.0
129,2,145,24,88,1.0
130,2,74,24,150,1.0
131,31,555,88,88,1.0
132,31,3,88,150,1.0
133,2,74,120,150,1.0
134,31,145,120,10,1.0
135,2,3,24,150,1.0
136,31,3,120,150,1.0
137,45,74,120,88,1.0
138,2,145,120,88,1.0
139,31,555,120,150,1.0
140,2,145,120,150,1.0
141,45,145,88,50,1.0
142,2,145,75,88,1.0
143,45,74,75,10,1.0
144,2,145,88,150,1.0
145,45,145,88,10,1.0
146,31,145,24,50,0.18181818181818182
146,31,145,75,50,0.2727272727272727
146,31,145,88,50,0.36363636363636365
146,31,145,120,50,0.18181818181818182
147,31,74,75,88,1.0
148,2,555,120,88,1.0
149,31,555,75,10,1.0
150,2,145,88,88,1.0
151,31,74,24,150,1.0
152,2,145,120,150,1.0
153,31,74,24,50,0.34782608695652173
153,31,74,75,50,0.39130434782608686
153,31,74,88,50,0.17391304347826086
153,31,74,120,50,0.08695652173913043
154,2,3,88,88,1.0
155,2,74,88,10,1.0
156,45,555,120,50,1.0
157,2,145,24,50,1.0
158,31,3,120,50,1.0
159,2,145,88,50,1.0
160,31,555,120,10,1.0
161,31,74,24,150,1.0
162,2,3,88,10,0.0
162,2,3,88,50,0.5
162,2,3,88,88,0.0
162,2,3,88,150,0.5
163,31,555,24,50,1.0
164,31,74,24,88,1.0
165,2,555,75,150,1.0
166,31,145,120,88,1.0
167,45,145,88,10,1.0
168,2,3,75,88,1.0
169,2,145,88,50,1.0
170,45,145,24,150,1.0
171,2,555,120,50,1.0
172,2,3,88,10,1.0
173,45,3,120,150,1.0
174,2,74,88,10,1.0
175,31,3,24,10,0.0
175,31,3,24,50,0.3333333333333333
175,31,3,24,88,0.0
175,31,3,24,150,0.6666666666666666
176,31,74,88,150,1.0
177,2,555,24,50,1.0
178,2,3,88,88,1.0
179,2,145,120,50,1.0
180,31,3,120,88,1.0
181,31,74,24,50,1.0
182,31,74,24,150,1.0
183,31,74,75,10,1.0
184,2,3,120,150,1.0
185,45,74,24,50,1.0
186,31,555,120,88,1.0
187,31,3,120,150,1.0
188,2,555,75,50,1.0
189,2,145,75,150,1.0
190,31,145,88,150,1.0
191,31,555,120,10,0.0
191,31,555,120,50,0.4000000000000001
191,31,555,120,88,0.0
191,31,555,120,150,0.6
192,45,145,88,50,1.0
193,31,3,88,88,1.0
194,2,145,120,150,1.0
195,2,145,120,88,1.0
196,31,74,24,88,1.0
197,2,145,24,10,0.0
197,2,145,24,50,0.3333333333333333
197,2,145,24,88,0.0
197,2,145,24,150,0.6666666666666666
198,31,3,120,150,1.0
199,45,3,88,88,0.8
199,45,74,88,88,0.0
199,45,145,88,88,0.0
199,45,555,88,88,0.2
200,2,145,88,88,1.0
201,31,555,120,50,1.0
202,2,3,120,10,0.6666666666666666
202,2,74,120,10,0.0
202,2,145,120,10,0.0
202,2,555,120,10,0.3333333333333333
203,31,555,88,88,1.0
204,2,3,120,150,1.0
205,2,74,24,150,1.0
206,31,3,120,150,1.0
207,2,145,24,150,1.0
208,45,74,75,88,1.0
209,31,145,88,88,1.0
210,31,555,88,88,1.0
211,45,3,120,10,1.0
212,45,145,24,88,1.0
213,2,3,120,88,1.0
214,31,555,120,150,1.0
215,2,74,120,88,1.0
216,2,3,75,88,1.0
217,45,555,24,50,1.0
218,31,74,75,150,1.0
219,45,3,24,10,0.0
219,45,3,24,50,0.22222222222222224
219,45,3,24,88,0.0
219,45,3,24,150,0.4444444444444445
219,45,74,24,10,0.0
219,45,74,24,50,0.0
219,45,74,24,88,0.0
219,45,74,24,150,0.0
219,45,145,24,10,0.0
219,45,145,24,50,0.0
219,45,145,24,88,0.0
219,45,145,24,150,0.0
219,45,555,24,10,0.0
219,45,555,24,50,0.11111111111111112
219,45,555,24,88,0.0
219,45,555,24,150,0.22222222222222224
220,31,74,24,88,1.0
221,31,74,88,88,1.0
222,45,555,120,150,1.0
223,2,555,24,88,1.0
224,45,74,75,88,1.0
225,2,145,88,10,1.0
226,2,555,24,88,1.0
227,45,145,88,10,1.0
228,31,3,88,88,1.0
229,31,555,75,10,1.0
230,2,3,120,150,1.0
231,45,145,120,150,1.0
232,45,74,24,88,1.0
233,31,145,120,10,0.0
233,31,145,120,50,0.4000000000000001
233,31,145,120,88,0.0
233,31,145,120,150,0.6
234,45,145,120,150,1.0
235,45,3,88,88,0.8
235,45,74,88,88,0.0
235,45,145,88,88,0.0
235,45,555,88,88,0.2
236,31,145,24,10,1.0
237,31,555,120,88,1.0
238,2,145,120,10,0.0
238,2,145,120,50,0.4000000000000001
238,2,145,120,88,0.0
238,2,145,120,150,0.6
239,45,3,75,88,1.0
240,2,145,88,50,1.0
241,2,3,88,88,1.0
242,31,555,24,10,1.0
243,2,74,120,10,0.0
243,2,74,120,50,0.4000000000000001
243,2,74,120,88,0.0
243,2,74,120,150,0.6
244,45,145,75,10,0.0
244,45,145,75,50,0.75
244,45,145,75,88,0.0
244,45,145,75,150,0.25000000000000006
245,2,3,120,150,0.6666666666666666
245,2,74,120,150,0.0
245,2,145,120,150,0.0
245,2,555,120,150,0.3333333333333333
246,2,74,24,50,1.0
247,2,3,88,88,1.0
248,2,145,120,88,1.0
249,2,555,88,88,1.0
250,2,3,88,150,1.0
251,2,74,24,50,1.0
252,31,555,75,88,1.0
253,2,145,24,50,0.18181818181818182
253,2,145,75,50,0.2727272727272727
253,2,145,88,50,0.36363636363636365
253,2,145,120,50,0.18181818181818182
254,2,555,24,10,1.0
255,2,3,88,50,1.0
256,31,145,120,50,1.0
257,2,3,75,88,1.0
258,45,145,75,88,1.0
259,31,74,120,88,1.0
260,2,555,24,150,0.32000000000000006
260,2,555,75,150,0.08000000000000002
260,2,555,88,150,0.24
260,2,555,120,150,0.36
261,45,145,88,88,1.0
262,31,3,120,50,1.0
263,2,3,120,88,1.0
264,2,3,88,88,1.0
265,31,74,88,10,1.0
266,31,145,88,88,1.0
267,2,3,75,88,1.0
268,2,3,120,10,0.0
268,2,3,120,50,0.4000000000000001
268,2,3,120,88,0.0
268,2,3,120,150,0.6
269,31,145,24,50,1.0
270,31,555,75,88,1.0
271,2,3,88,88,1.0
272,2,145,24,88,1.0
273,45,3,75,50,1.0
274,45,3,88,88,0.8
274,45,74,88,88,0.0
274,45,145,88,88,0.0
274,45,555,88,88,0.2
275,31,555,75,50,1.0
276,2,555,120,50,1.0
277,31,74,24,150,1.0
278,31,74,75,50,1.0
279,31,555,120,88,1.0
280,2,3,120,88,1.0
281,31,74,75,10,1.0
282,31,3,120,150,1.0
283,45,145,120,50,1.0
284,2,145,88,50,1.0
285,2,145,120,150,1.0
286,2,74,75,50,1.0
287,45,3,24,88,1.0
288,2,145,88,50,1.0
289,2,145,24,10,1.0
290,2,145,88,10,1.0
291,31,145,75,10,1.0
292,31,555,120,150,1.0
293,2,145,88,88,1.0
294,31,555,75,10,1.0
295,2,3,75,10,1.0
296,2,74,75,50,1.0
297,2,145,75,10,1.0
298,2,555,88,150,1.0
299,2,3,88,10,1.0
