block_id,A,B,C,D,probability
55,31,3,75,88,1.0
56,2,74,120,150,1.0
57,31,74,24,88,1.0
58,2,145,75,10,1.0
59,2,145,120,88,1.0
60,31,145,24,88,1.0
61,2,555,24,88,1.0
62,31,74,75,50,1.0
63,2,555,88,150,1.0
64,45,555,24,88,1.0
65,31,3,24,50,0.0
65,31,3,75,50,0.8181818181818181
65,31,3,88,50,0.0
65,31,3,120,50,0.18181818181818188
66,45,145,88,10,1.0
67,31,74,88,150,1.0
68,31,3,24,150,1.0
69,2,3,120,50,1.0
70,2,145,75,10,1.0
71,31,3,24,88,1.0
72,31,145,24,88,1.0
73,2,74,120,88,1.0
74,45,555,88,88,1.0
75,31,555,88,10,0.0
75,31,555,88,50,0.5
75,31,555,88,88,0.0
75,31,555,88,150,0.5
76,2,555,88,50,1.0
77,2,145,88,88,1.0
78,31,3,24,10,1.0
79,45,145,88,88,1.0
80,2,3,88,50,1.0
81,2,145,75,10,1.0
82,45,3,75,50,1.0
83,2,145,24,88,0.0
83,2,145,75,88,0.2
83,2,145,88,88,0.0
83,2,145,120,88,0.8
84,31,555,24,88,1.0
85,45,145,88,50,1.0
86,2,145,75,10,1.0
87,2,74,120,88,1.0
88,31,74,24,150,0.0
88,31,74,75,150,0.5
88,31,74,88,150,0.0
88,31,74,120,150,0.5000000000000001
89,2,3,120,88,1.0
90,2,145,120,10,1.0
91,45,145,88,10,1.0
92,2,145,24,88,1.0
93,31,3,24,10,0.0
93,31,3,24,50,0.3333333333333333
93,31,3,24,88,0.0
93,31,3,24,150,0.6666666666666666
94,31,74,24,88,1.0
95,31,74,120,10,1.0
96,31,145,75,50,1.0
97,2,555,120,50,1.0
98,45,3,120,10,1.0
99,31,3,24,150,1.0
100,2,555,88,88,1.0
101,45,145,88,10,1.0
102,31,555,75,50,1.0
103,45,145,24,150,1.0
104,2,3,120,10,0.0
104,2,3,120,50,0.4000000000000001
104,2,3,120,88,0.0
104,2,3,120,150,0.6
105,31,555,88,50,1.0
106,45,3,24,10,1.0
107,31,3,24,50,1.0
108,45,3,75,10,1.0
109,2,145,120,88,1.0
110,31,145,88,10,1.0
111,2,3,88,10,0.0
111,2,3,88,50,0.5
111,2,3,88,88,0.0
111,2,3,88,150,0.5
112,31,555,24,10,1.0
113,31,74,75,10,1.0
114,45,145,88,10,1.0
115,2,3,120,50,1.0
116,31,3,24,88,1.0
117,2,145,24,88,1.0
118,2,74,75,50,1.0
119,31,3,24,10,0.0
119,31,3,24,50,0.3333333333333333
119,31,3,24,88,0.0
119,31,3,24,150,0.6666666666666666
120,2,555,75,50,1.0
121,31,555,88,10,1.0
122,2,555,120,88,1.0
123,2,3,24,10,0.0
123,2,3,24,50,0.19999999999999996
123,2,3,24,88,0.0
123,2,3,24,150,0.3999999999999999
123,2,74,24,10,0.0
123,2,74,24,50,0.0
123,2,74,24,88,0.0
123,2,74,24,150,0.0
123,2,145,24,10,0.0
123,2,145,24,50,0.0
123,2,145,24,88,0.0
123,2,145,24,150,0.0
123,2,555,24,10,0.0
123,2,555,24,50,0.13333333333333336
123,2,555,24,88,0.0
123,2,555,24,150,0.2666666666666667
124,31,74,75,10,1.0
125,45,3,24,88,0.8
125,45,74,24,88,0.0
125,45,145,24,88,0.0
125,45,555,24,88,0.2
126,31,3,75,150,0.4000000000000001
126,31,74,75,150,0.0
126,31,145,75,150,0.0
126,31,555,75,150,0.6
127,2,145,88,88,1.0
128,45,555,120,10,0.0
128,45,555,120,50,0.4000000000000001
128,45,555,120,88,0.0
128,45,555,120,150,0.6
129,2,145,120,150,1.0
130,31,145,120,150,1.0
131,31,555,24,150,1.0
132,2,145,75,88,1.0
133,2,145,88,88,1.0
134,31,145,24,150,1.0
135,31,555,24,88,1.0
136,2,145,75,50,1.0
137,2,3,88,88,1.0
138,31,555,24,88,1.0
139,2,145,24,150,1.0
140,2,3,75,88,1.0
141,31,145,75,50,1.0
142,2,74,120,150,1.0
143,31,145,88,10,1.0
144,2,74,24,10,0.0
144,2,74,24,50,0.0
144,2,74,24,88,0.0
144,2,74,24,150,0.0
144,2,74,75,10,0.0
144,2,74,75,50,0.21428571428571427
144,2,74,75,88,0.0
144,2,74,75,150,0.07142857142857142
144,2,74,88,10,0.0
144,2,74,88,50,0.0
144,2,74,88,88,0.0
144,2,74,88,150,0.0
144,2,74,120,10,0.0
144,2,74,120,50,0.2857142857142857
144,2,74,120,88,0.0
144,2,74,120,150,0.42857142857142855
145,45,145,120,10,0.0
145,45,145,120,50,0.4000000000000001
145,45,145,120,88,0.0
145,45,145,120,150,0.6
146,2,555,88,10,0.0
146,2,555,88,50,0.5
146,2,555,88,88,0.0
146,2,555,88,150,0.5
147,31,74,24,10,0.0
147,31,74,75,10,0.923076923076923
147,31,74,88,10,0.0
147,31,74,120,10,0.07692307692307694
148,31,145,24,88,1.0
149,45,145,88,88,1.0
150,31,555,75,10,1.0
151,2,74,75,88,1.0
152,45,3,88,10,0.0
152,45,3,88,50,0.5
152,45,3,88,88,0.0
152,45,3,88,150,0.5
153,45,3,88,88,1.0
154,2,74,88,88,1.0
155,31,555,24,88,1.0
156,2,74,88,88,1.0
157,45,3,120,88,0.8
157,45,74,120,88,0.0
157,45,145,120,88,0.0
157,45,555,120,88,0.2
158,31,145,24,150,1.0
159,2,74,88,50,1.0
160,45,3,120,50,1.0
161,31,3,24,50,1.0
162,2,555,88,50,1.0
163,31,145,24,10,0.0
163,31,145,75,10,0.923076923076923
163,31,145,88,10,0.0
163,31,145,120,10,0.07692307692307694
164,31,3,120,50,1.0
165,2,555,88,50,1.0
166,45,145,88,10,1.0
167,2,555,24,88,1.0
168,2,145,24,88,1.0
169,45,555,88,88,1.0
170,2,145,88,150,1.0
171,31,74,120,10,1.0
172,31,74,75,150,1.0
173,31,145,24,150,1.0
174,2,145,88,10,0.0
174,2,145,88,50,0.5
174,2,145,88,88,0.0
174,2,145,88,150,0.5
175,31,3,24,10,1.0
176,31,74,75,10,1.0
177,31,3,24,50,1.0
178,31,3,24,150,1.0
179,31,555,24,150,1.0
180,2,145,120,50,1.0
181,31,555,120,88,1.0
182,2,145,75,10,1.0
183,31,74,24,150,1.0
184,45,145,120,50,1.0
185,2,3,120,88,0.6
185,2,74,120,88,0.0
185,2,145,120,88,0.0
185,2,555,120,88,0.4000000000000001
186,31,74,75,50,1.0
187,45,74,75,10,1.0
188,31,74,24,88,1.0
189,31,145,75,10,1.0
190,2,145,75,10,1.0
191,2,145,120,88,1.0
192,45,145,120,150,1.0
193,2,74,120,10,1.0
194,2,555,120,10,1.0
195,31,555,75,88,1.0
196,31,555,24,50,1.0
197,31,3,75,10,0.0
197,31,3,75,50,0.30000000000000004
197,31,3,75,88,0.0
197,31,3,75,150,0.10000000000000005
197,31,74,75,10,0.0
197,31,74,75,50,0.0
197,31,74,75,88,0.0
197,31,74,75,150,0.0
197,31,145,75,10,0.0
197,31,145,75,50,0.0
197,31,145,75,88,0.0
197,31,145,75,150,0.0
197,31,555,75,10,0.0
197,31,555,75,50,0.44999999999999996
197,31,555,75,88,0.0
197,31,555,75,150,0.15000000000000002
198,45,555,88,10,1.0
199,31,74,75,10,1.0
200,31,3,88,50,1.0
201,31,74,24,150,1.0
202,45,3,88,50,1.0
203,2,3,24,88,0.0
203,2,3,75,88,0.2
203,2,3,88,88,0.0
203,2,3,120,88,0.8
204,45,74,24,150,1.0
205,31,555,24,10,0.0
205,31,555,24,50,0.0
205,31,555,24,88,0.0
205,31,555,24,150,0.0
205,31,555,75,10,0.0
205,31,555,75,50,0.5294117647058822
205,31,555,75,88,0.0
205,31,555,75,150,0.17647058823529413
205,31,555,88,10,0.0
205,31,555,88,50,0.0
205,31,555,88,88,0.0
205,31,555,88,150,0.0
205,31,555,120,10,0.0
205,31,555,120,50,0.11764705882352945
205,31,555,120,88,0.0
205,31,555,120,150,0.17647058823529413
206,2,3,75,10,1.0
207,31,145,24,88,1.0
208,45,3,24,50,1.0
209,2,555,120,10,1.0
210,45,145,75,10,1.0
211,2,74,120,150,1.0
212,2,3,120,50,0.6
212,2,74,120,50,0.0
212,2,145,120,50,0.0
212,2,555,120,50,0.4000000000000001
213,31,3,24,88,1.0
214,2,3,24,150,1.0
215,45,3,75,88,1.0
216,45,555,75,10,1.0
217,31,74,88,88,1.0
218,45,3,88,10,0.8
218,45,74,88,10,0.0
218,45,145,88,10,0.0
218,45,555,88,10,0.2
219,31,74,75,10,1.0
220,31,74,24,10,1.0
221,2,3,120,10,0.0
221,2,3,120,50,0.4000000000000001
221,2,3,120,88,0.0
221,2,3,120,150,0.6
222,2,3,120,88,1.0
223,2,3,24,88,0.0
223,2,3,75,88,0.2
223,2,3,88,88,0.0
223,2,3,120,88,0.8
224,2,145,75,10,1.0
225,31,74,88,88,1.0
226,2,145,88,150,1.0
227,2,3,88,10,0.0
227,2,3,88,50,0.5
227,2,3,88,88,0.0
227,2,3,88,150,0.5
228,31,555,120,88,1.0
229,31,555,75,88,1.0
230,31,3,24,10,1.0
231,31,555,24,150,1.0
232,45,145,75,50,1.0
233,45,3,88,88,1.0
234,2,3,88,150,1.0
235,31,145,24,10,1.0
236,2,74,120,10,0.0
236,2,74,120,50,0.4000000000000001
236,2,74,120,88,0.0
236,2,74,120,150,0.6
237,31,74,24,88,1.0
238,31,555,24,10,0.0
238,31,555,75,10,0.923076923076923
238,31,555,88,10,0.0
238,31,555,120,10,0.07692307692307694
239,31,555,120,88,1.0
240,45,145,75,10,1.0
241,2,145,75,150,1.0
242,2,555,75,10,1.0
243,2,74,24,150,0.0
243,2,74,75,150,0.14285714285714288
243,2,74,88,150,0.0
243,2,74,120,150,0.8571428571428572
244,2,145,120,150,1.0
245,31,74,75,10,1.0
246,31,3,24,150,0.4000000000000001
246,31,74,24,150,0.0
246,31,145,24,150,0.0
246,31,555,24,150,0.6
247,31,555,75,10,1.0
248,2,3,120,10,0.6
248,2,74,120,10,0.0
248,2,145,120,10,0.0
248,2,555,120,10,0.4000000000000001
249,31,3,24,88,0.4000000000000001
249,31,74,24,88,0.0
249,31,145,24,88,0.0
249,31,555,24,88,0.6
250,2,555,24,150,1.0
251,45,3,88,10,1.0
252,45,3,120,88,1.0
253,2,145,24,88,1.0
254,45,145,120,150,1.0
255,2,74,88,88,1.0
256,45,3,88,50,0.8
256,45,74,88,50,0.0
256,45,145,88,50,0.0
256,45,555,88,50,0.2
257,2,145,120,50,1.0
258,31,555,24,88,1.0
259,2,555,120,88,1.0
260,45,145,24,88,1.0
261,31,555,24,88,1.0
262,31,145,88,10,1.0
263,2,3,24,88,1.0
264,31,74,75,50,1.0
265,31,145,24,50,1.0
266,31,3,88,88,1.0
267,2,3,88,88,1.0
268,2,74,24,150,1.0
269,2,555,24,50,0.0
269,2,555,75,50,0.4285714285714286
269,2,555,88,50,0.0
269,2,555,120,50,0.5714285714285715
270,2,3,75,88,1.0
271,31,74,24,88,1.0
272,45,145,88,88,1.0
273,45,145,24,150,0.0
273,45,145,75,150,0.25000000000000006
273,45,145,88,150,0.0
273,45,145,120,150,0.75
274,31,555,75,50,1.0
275,2,555,24,50,1.0
276,2,74,75,10,1.0
277,31,555,75,50,1.0
278,45,74,88,10,1.0
279,45,145,24,150,1.0
280,45,555,24,150,1.0
281,31,555,24,10,0.0
281,31,555,75,10,0.923076923076923
281,31,555,88,10,0.0
281,31,555,120,10,0.07692307692307694
282,45,145,88,10,1.0
283,2,74,75,50,1.0
284,31,145,24,50,0.0
284,31,145,75,50,0.8181818181818181
284,31,145,88,50,0.0
284,31,145,120,50,0.18181818181818188
285,45,3,88,50,1.0
286,2,3,120,88,1.0
287,31,74,24,50,0.0
287,31,74,75,50,0.8181818181818181
287,31,74,88,50,0.0
287,31,74,120,50,0.18181818181818188
288,45,145,75,88,1.0
289,31,74,24,10,0.0
289,31,74,24,50,0.3333333333333333
289,31,74,24,88,0.0
289,31,74,24,150,0.6666666666666666
290,31,74,75,88,1.0
291,2,74,88,88,1.0
292,45,145,120,150,1.0
293,31,74,24,150,1.0
294,2,555,24,88,1.0
295,2,3,24,50,0.0
295,2,74,24,50,0.0
295,2,145,24,50,0.0
295,2,555,24,50,0.0
295,2,3,75,50,0.25714285714285706
295,2,74,75,50,0.0
295,2,145,75,50,0.0
295,2,555,75,50,0.17142857142857146
295,2,3,88,50,0.0
295,2,74,88,50,0.0
295,2,145,88,50,0.0
295,2,555,88,50,0.0
295,2,3,120,50,0.3428571428571429
295,2,74,120,50,0.0
295,2,145,120,50,0.0
295,2,555,120,50,0.22857142857142865
296,45,145,24,150,1.0
297,31,145,88,88,1.0
298,31,555,75,10,0.0
298,31,555,75,50,0.75
298,31,555,75,88,0.0
298,31,555,75,150,0.25000000000000006
299,2,145,88,50,1.0
300,2,145,24,88,0.0
300,2,145,75,88,0.2
300,2,145,88,88,0.0
300,2,145,120,88,0.8
301,2,145,120,88,1.0
302,2,555,120,150,1.0
303,45,3,88,150,1.0
304,2,555,88,88,1.0
305,31,74,88,88,1.0
306,31,145,75,10,1.0
307,2,555,75,10,1.0
308,31,74,24,88,1.0
309,45,3,88,150,1.0
310,45,145,120,88,1.0
311,45,145,75,10,1.0
312,2,74,88,50,1.0
313,31,3,24,88,1.0
314,2,145,88,88,1.0
315,2,3,120,150,1.0
316,2,74,120,150,1.0
317,31,555,75,150,1.0
318,31,145,24,88,0.0
318,31,145,75,88,0.6
318,31,145,88,88,0.0
318,31,145,120,88,0.4
319,45,145,88,88,1.0
320,31,145,24,88,1.0
321,2,3,88,10,0.0
321,2,3,88,50,0.29999999999999993
321,2,3,88,88,0.0
321,2,3,88,150,0.29999999999999993
321,2,74,88,10,0.0
321,2,74,88,50,0.0
321,2,74,88,88,0.0
321,2,74,88,150,0.0
321,2,145,88,10,0.0
321,2,145,88,50,0.0
321,2,145,88,88,0.0
321,2,145,88,150,0.0
321,2,555,88,10,0.0
321,2,555,88,50,0.20000000000000004
321,2,555,88,88,0.0
321,2,555,88,150,0.20000000000000004
322,2,145,24,50,0.0
322,2,145,75,50,0.4285714285714286
322,2,145,88,50,0.0
322,2,145,120,50,0.5714285714285715
323,45,555,88,88,1.0
324,2,555,120,50,1.0
325,2,145,120,50,1.0
326,31,3,88,50,1.0
327,31,3,75,10,1.0
328,2,555,120,88,1.0
329,31,145,88,50,1.0
330,2,3,75,10,1.0
331,31,145,24,50,1.0
332,2,145,88,88,1.0
333,2,74,88,10,1.0
334,2,145,24,50,1.0
335,2,3,88,150,1.0
336,2,74,88,88,1.0
337,45,555,88,10,1.0
338,45,3,88,50,1.0
339,45,145,75,10,1.0
340,2,555,24,150,0.0
340,2,555,75,150,0.14285714285714288
340,2,555,88,150,0.0
340,2,555,120,150,0.8571428571428572
341,45,3,120,150,1.0
342,2,3,75,88,1.0
343,2,3,120,150,1.0
344,2,555,75,10,1.0
345,2,555,120,88,1.0
346,31,3,24,10,0.0
346,31,3,24,50,0.3333333333333333
346,31,3,24,88,0.0
346,31,3,24,150,0.6666666666666666
347,31,3,24,150,1.0
348,45,3,24,88,0.8
348,45,74,24,88,0.0
348,45,145,24,88,0.0
348,45,555,24,88,0.2
349,2,3,75,10,1.0
350,31,555,88,150,1.0
351,45,3,120,88,1.0
352,2,555,88,150,1.0
353,31,74,75,88,1.0
354,45,145,120,150,1.0
355,2,3,120,150,1.0
356,45,3,88,150,1.0
357,31,3,24,50,1.0
358,2,555,88,88,1.0
359,2,3,88,10,1.0
360,2,3,120,10,0.0
360,2,3,120,50,0.23999999999999996
360,2,3,120,88,0.0
360,2,3,120,150,0.35999999999999993
360,2,74,120,10,0.0
360,2,74,120,50,0.0
360,2,74,120,88,0.0
360,2,74,120,150,0.0
360,2,145,120,10,0.0
360,2,145,120,50,0.0
360,2,145,120,88,0.0
360,2,145,120,150,0.0
360,2,555,120,10,0.0
360,2,555,120,50,0.16000000000000003
360,2,555,120,88,0.0
360,2,555,120,150,0.23999999999999996
361,2,145,75,10,1.0
362,45,145,88,88,1.0
363,45,145,120,10,1.0
364,2,74,88,88,1.0
365,2,145,120,150,1.0
366,45,145,88,88,1.0
367,2,555,24,150,1.0
368,45,145,88,50,1.0
369,45,3,120,50,1.0
370,31,74,75,50,1.0
371,45,145,24,10,1.0
372,45,145,75,50,1.0
373,2,145,88,88,1.0
374,31,74,24,10,0.0
374,31,74,75,10,0.923076923076923
374,31,74,88,10,0.0
374,31,74,120,10,0.07692307692307693
375,31,74,88,10,1.0
376,2,74,24,50,0.0
376,2,74,75,50,0.4285714285714285
376,2,74,88,50,0.0
376,2,74,120,50,0.5714285714285715
377,2,3,24,88,1.0
378,2,145,120,150,1.0
379,31,145,24,88,1.0
380,31,145,75,10,1.0
381,45,145,24,10,1.0
382,2,3,88,88,1.0
383,2,3,120,150,0.6
383,2,74,120,150,0.0
383,2,145,120,150,0.0
383,2,555,120,150,0.4000000000000001
384,31,145,24,88,1.0
385,31,3,24,150,1.0
386,45,3,88,50,1.0
387,2,555,75,10,1.0
388,31,74,88,50,1.0
389,31,74,75,150,1.0
390,45,74,24,150,1.0
391,2,3,120,150,1.0
392,31,74,75,10,1.0
393,31,555,88,10,1.0
394,31,555,120,150,1.0
395,31,3,75,50,1.0
396,2,74,88,88,1.0
397,45,145,88,150,1.0
398,31,555,120,150,1.0
399,2,74,75,10,1.0
400,31,3,88,150,0.4000000000000001
400,31,74,88,150,0.0
400,31,145,88,150,0.0
400,31,555,88,150,0.6
401,2,145,88,150,1.0
402,2,3,120,88,0.6
402,2,74,120,88,0.0
402,2,145,120,88,0.0
402,2,555,120,88,0.4000000000000001
403,2,145,75,10,1.0
404,31,555,75,10,1.0
405,2,555,24,10,1.0
406,31,555,24,50,1.0
407,45,145,75,88,1.0
408,31,555,24,50,0.0
408,31,555,75,50,0.8181818181818181
408,31,555,88,50,0.0
408,31,555,120,50,0.18181818181818188
409,31,3,24,150,1.0
410,45,3,120,88,1.0
411,2,3,88,50,1.0
412,45,3,75,50,1.0
413,31,145,24,150,1.0
414,2,555,75,150,1.0
415,2,74,88,88,1.0
416,45,3,120,50,1.0
417,31,74,75,10,1.0
418,31,3,120,150,1.0
419,2,3,88,88,1.0
420,31,3,75,50,1.0
421,2,555,88,88,1.0
422,45,145,24,50,1.0
423,2,145,88,88,1.0
424,2,74,24,150,1.0
425,2,555,88,88,1.0
426,31,145,24,88,1.0
427,31,555,75,50,1.0
428,2,74,88,88,1.0
429,31,145,75,88,1.0
430,31,555,24,10,0.0
430,31,555,24,50,0.3333333333333333
430,31,555,24,88,0.0
430,31,555,24,150,0.6666666666666666
431,2,145,88,10,1.0
432,45,145,88,150,1.0
433,31,3,75,88,1.0
434,2,3,88,10,1.0
435,2,145,24,150,1.0
436,31,3,24,150,1.0
437,45,145,120,88,1.0
438,2,555,120,88,1.0
439,31,3,24,10,1.0
440,2,145,120,50,1.0
441,2,3,120,150,1.0
442,2,3,120,150,1.0
443,45,3,120,88,1.0
444,45,3,24,150,1.0
445,45,3,120,150,1.0
446,2,145,88,88,1.0
447,31,555,88,50,1.0
448,2,145,120,88,1.0
449,45,74,88,88,1.0
450,2,3,75,50,0.6
450,2,74,75,50,0.0
450,2,145,75,50,0.0
450,2,555,75,50,0.4000000000000001
451,2,555,88,10,1.0
452,2,145,75,10,1.0
453,45,145,88,10,1.0
454,31,145,24,50,0.0
454,31,145,75,50,0.8181818181818181
454,31,145,88,50,0.0
454,31,145,120,50,0.18181818181818188
455,31,145,24,50,1.0
456,2,3,88,150,1.0
457,2,145,88,50,1.0
458,45,3,24,88,0.0
458,45,3,75,88,0.3333333333333333
458,45,3,88,88,0.0
458,45,3,120,88,0.6666666666666666
459,45,555,88,88,1.0
460,2,145,120,10,1.0
461,31,74,24,88,1.0
462,45,145,75,10,1.0
463,45,3,120,88,0.8
463,45,74,120,88,0.0
463,45,145,120,88,0.0
463,45,555,120,88,0.2
464,45,555,88,88,1.0
465,2,145,75,10,0.0
465,2,145,75,50,0.75
465,2,145,75,88,0.0
465,2,145,75,150,0.25000000000000006
466,45,145,75,10,1.0
467,2,74,120,88,1.0
468,45,145,24,88,1.0
469,2,74,75,50,1.0
470,31,74,24,150,1.0
471,2,145,75,10,1.0
472,45,145,75,88,1.0
473,45,145,120,150,1.0
474,2,555,24,150,1.0
475,31,3,88,88,1.0
476,31,74,120,50,1.0
477,31,555,24,88,1.0
478,31,3,24,88,1.0
479,45,145,75,10,1.0
480,45,3,120,88,0.8
480,45,74,120,88,0.0
480,45,145,120,88,0.0
480,45,555,120,88,0.2
481,31,74,75,50,1.0
482,2,145,120,10,1.0
483,2,145,24,50,0.0
483,2,145,75,50,0.4285714285714285
483,2,145,88,50,0.0
483,2,145,120,50,0.5714285714285715
484,45,145,24,50,1.0
485,31,555,75,10,1.0
486,2,555,75,10,1.0
487,45,3,120,88,1.0
488,45,145,120,10,1.0
489,2,145,120,88,1.0
490,2,74,75,50,1.0
491,31,555,24,150,1.0
492,2,145,120,10,0.0
492,2,145,120,50,0.4000000000000001
492,2,145,120,88,0.0
492,2,145,120,150,0.6
493,31,74,120,150,1.0
494,2,145,88,50,1.0
495,45,145,88,88,1.0
496,45,74,75,88,1.0
497,2,74,24,10,0.0
497,2,74,24,50,0.3333333333333333
497,2,74,24,88,0.0
497,2,74,24,150,0.6666666666666666
498,2,3,24,10,0.0
498,2,3,75,10,0.6666666666666666
498,2,3,88,10,0.0
498,2,3,120,10,0.3333333333333333
499,31,555,88,88,1.0
500,31,555,24,10,0.0
500,31,555,24,50,0.3333333333333333
500,31,555,24,88,0.0
500,31,555,24,150,0.6666666666666666
501,31,555,24,150,1.0
502,31,74,75,88,1.0
503,2,555,120,10,1.0
504,31,74,88,88,1.0
505,2,145,120,10,1.0
506,45,145,24,150,1.0
507,2,3,75,88,1.0
508,31,3,24,150,1.0
509,2,145,120,150,1.0
510,31,145,24,88,0.0
510,31,145,75,88,0.5999999999999999
510,31,145,88,88,0.0
510,31,145,120,88,0.4
511,2,145,75,10,1.0
512,2,3,120,88,1.0
513,45,145,88,50,1.0
514,31,74,75,50,1.0
515,2,555,24,88,1.0
516,31,555,24,88,1.0
517,31,145,24,50,1.0
518,2,3,75,50,1.0
519,31,555,24,50,1.0
520,2,145,120,88,1.0
521,31,74,24,10,1.0
522,45,555,24,10,0.0
522,45,555,24,50,0.3333333333333333
522,45,555,24,88,0.0
522,45,555,24,150,0.6666666666666666
523,2,3,75,10,1.0
524,2,3,88,150,1.0
525,31,74,24,88,1.0
526,2,555,75,150,1.0
527,45,3,88,50,1.0
528,45,3,88,150,1.0
529,31,145,24,10,1.0
530,2,555,120,50,1.0
531,45,145,120,50,1.0
532,31,3,24,88,1.0
533,2,3,75,10,1.0
534,2,3,88,10,0.0
534,2,3,88,50,0.5
534,2,3,88,88,0.0
534,2,3,88,150,0.5
535,31,3,24,88,0.4000000000000001
535,31,74,24,88,0.0
535,31,145,24,88,0.0
535,31,555,24,88,0.6
536,2,3,88,88,1.0
537,2,74,88,88,1.0
538,2,145,75,50,1.0
539,2,3,120,88,1.0
540,31,3,120,50,1.0
541,45,3,24,50,1.0
542,31,145,24,150,1.0
543,31,74,88,88,1.0
544,2,3,120,10,0.0
544,2,3,120,50,0.4000000000000001
544,2,3,120,88,0.0
544,2,3,120,150,0.6
545,31,555,75,10,1.0
546,2,74,88,88,1.0
547,2,555,75,10,1.0
548,31,3,24,88,1.0
549,2,3,120,50,0.6
549,2,74,120,50,0.0
549,2,145,120,50,0.0
549,2,555,120,50,0.4000000000000001
550,45,3,120,50,1.0
551,2,145,88,88,1.0
552,2,3,120,10,0.0
552,2,3,120,50,0.4000000000000001
552,2,3,120,88,0.0
552,2,3,120,150,0.6
553,31,555,88,88,1.0
554,31,74,88,10,1.0
555,45,74,24,150,1.0
556,2,3,120,150,1.0
557,45,145,88,50,1.0
558,31,74,24,150,1.0
559,31,555,75,10,1.0
560,45,74,88,150,1.0
561,45,145,75,10,1.0
562,31,3,24,88,1.0
563,31,3,120,50,1.0
564,45,145,24,88,1.0
565,45,3,88,10,1.0
566,31,145,75,88,1.0
567,45,555,88,88,1.0
568,31,74,24,88,1.0
569,2,3,75,10,1.0
570,45,3,88,10,0.0
570,45,3,88,50,0.5
570,45,3,88,88,0.0
570,45,3,88,150,0.5
571,2,555,24,150,0.0
571,2,555,75,150,0.14285714285714288
571,2,555,88,150,0.0
571,2,555,120,150,0.8571428571428571
572,2,74,24,88,1.0
573,2,3,24,88,0.0
573,2,3,75,88,0.2
573,2,3,88,88,0.0
573,2,3,120,88,0.8
574,2,145,120,10,1.0
575,31,145,24,10,1.0
576,31,74,88,50,1.0
577,2,3,24,10,0.0
577,2,3,75,10,0.6666666666666666
577,2,3,88,10,0.0
577,2,3,120,10,0.3333333333333333
578,31,555,24,88,1.0
579,2,74,88,88,1.0
580,31,74,24,150,1.0
581,31,555,75,10,1.0
582,2,74,120,50,1.0
583,45,74,75,10,1.0
584,45,145,88,88,1.0
585,2,3,24,150,1.0
586,31,3,24,50,0.0
586,31,74,24,50,0.0
586,31,145,24,50,0.0
586,31,555,24,50,0.0
586,31,3,75,50,0.32727272727272727
586,31,74,75,50,0.0
586,31,145,75,50,0.0
586,31,555,75,50,0.4909090909090908
586,31,3,88,50,0.0
586,31,74,88,50,0.0
586,31,145,88,50,0.0
586,31,555,88,50,0.0
586,31,3,120,50,0.07272727272727275
586,31,74,120,50,0.0
586,31,145,120,50,0.0
586,31,555,120,50,0.10909090909090911
587,45,3,88,150,1.0
588,31,145,88,10,1.0
