block_id,A,B,C,D,probability
70,45,555,88,150,0.5
71,2,145,24,10,0.0
71,2,145,24,50,0.3333333333333333
71,2,145,24,88,0.0
71,2,145,24,150,0.6666666666666666
72,31,145,120,88,1.0
73,31,555,88,50,1.0
74,31,74,120,88,1.0
75,31,74,88,150,1.0
76,2,3,120,150,1.0
77,31,3,24,50,0.0
77,31,74,24,50,0.0
77,31,145,24,50,0.0
77,31,555,24,50,0.0
77,31,3,75,50,0.32727272727272727
77,31,74,75,50,0.0
77,31,145,75,50,0.0
77,31,555,75,50,0.4909090909090908
77,31,3,88,50,0.0
77,31,74,88,50,0.0
77,31,145,88,50,0.0
77,31,555,88,50,0.0
77,31,3,120,50,0.07272727272727275
77,31,74,120,50,0.0
77,31,145,120,50,0.0
77,31,555,120,50,0.10909090909090911
78,31,555,24,10,0.0
78,31,555,24,50,0.3333333333333333
78,31,555,24,88,0.0
78,31,555,24,150,0.6666666666666666
79,31,3,75,50,1.0
80,31,145,75,50,1.0
81,31,3,120,88,1.0
82,2,3,24,50,0.0
82,2,74,24,50,0.0
82,2,145,24,50,0.0
82,2,555,24,50,0.0
82,2,3,75,50,0.25714285714285706
82,2,74,75,50,0.0
82,2,145,75,50,0.0
82,2,555,75,50,0.17142857142857143
82,2,3,88,50,0.0
82,2,74,88,50,0.0
82,2,145,88,50,0.0
82,2,555,88,50,0.0
82,2,3,120,50,0.34285714285714286
82,2,74,120,50,0.0
82,2,145,120,50,0.0
82,2,555,120,50,0.2285714285714286
83,31,145,24,88,1.0
84,2,145,120,10,1.0
85,31,145,88,10,1.0
86,31,145,24,150,1.0
87,2,145,75,10,1.0
88,2,3,120,50,1.0
89,31,555,75,10,1.0
90,45,145,120,10,1.0
91,31,74,24,50,1.0
92,31,145,24,88,1.0
93,31,555,120,150,1.0
94,2,3,120,88,0.6
94,2,74,120,88,0.0
94,2,145,120,88,0.0
94,2,555,120,88,0.4000000000000001
95,31,74,88,50,1.0
96,31,3,75,88,1.0
97,2,74,120,150,1.0
98,31,74,24,150,1.0
99,31,145,24,150,1.0
100,2,74,120,150,1.0
101,45,145,88,50,1.0
102,31,555,24,10,0.0
102,31,555,24,50,0.0
102,31,555,24,88,0.0
102,31,555,24,150,0.0
102,31,555,75,10,0.0
102,31,555,75,50,0.5294117647058822
102,31,555,75,88,0.0
102,31,555,75,150,0.17647058823529413
102,31,555,88,10,0.0
102,31,555,88,50,0.0
102,31,555,88,88,0.0
102,31,555,88,150,0.0
102,31,555,120,10,0.0
102,31,555,120,50,0.11764705882352945
102,31,555,120,88,0.0
102,31,555,120,150,0.17647058823529413
103,31,74,24,10,1.0
104,31,74,24,50,1.0
105,31,145,24,150,1.0
106,2,74,88,88,1.0
107,2,555,24,50,1.0
108,31,555,120,88,1.0
109,31,555,24,10,0.0
109,31,555,24,50,0.3333333333333333
109,31,555,24,88,0.0
109,31,555,24,150,0.6666666666666666
110,2,555,88,150,1.0
111,31,74,24,88,1.0
112,2,145,120,150,1.0
113,45,3,24,10,1.0
114,31,145,88,88,1.0
115,2,145,120,88,1.0
116,45,145,88,88,1.0
117,2,3,75,50,1.0
118,2,3,120,88,1.0
119,2,145,120,150,1.0
120,2,3,120,50,1.0
121,2,555,75,10,1.0
122,2,3,88,88,1.0
123,31,3,24,88,1.0
124,45,74,88,88,1.0
125,45,555,75,88,1.0
126,2,555,75,150,1.0
127,2,3,75,150,1.0
128,45,3,24,50,1.0
129,2,145,24,88,0.0
129,2,145,75,88,0.2
129,2,145,88,88,0.0
129,2,145,120,88,0.8
130,31,145,88,10,1.0
131,2,555,24,88,0.0
131,2,555,75,88,0.2
131,2,555,88,88,0.0
131,2,555,120,88,0.8
132,45,145,120,150,1.0
133,2,145,88,88,1.0
134,2,3,120,88,1.0
135,45,3,24,50,1.0
136,31,74,75,50,1.0
137,2,3,88,88,0.6
137,2,74,88,88,0.0
137,2,145,88,88,0.0
137,2,555,88,88,0.4000000000000001
138,31,145,24,10,0.0
138,31,145,24,50,0.3333333333333333
138,31,145,24,88,0.0
138,31,145,24,150,0.6666666666666666
139,45,3,120,10,1.0
140,2,145,75,88,1.0
141,45,145,24,50,0.0
141,45,145,75,50,0.5999999999999999
141,45,145,88,50,0.0
141,45,145,120,50,0.4
142,31,3,88,150,1.0
143,2,145,88,88,1.0
144,31,74,75,10,1.0
145,31,145,88,88,1.0
146,31,3,24,150,1.0
147,31,555,75,10,0.0
147,31,555,75,50,0.75
147,31,555,75,88,0.0
147,31,555,75,150,0.25000000000000006
148,45,145,88,88,1.0
149,2,74,24,10,0.0
149,2,74,75,10,0.6666666666666666
149,2,74,88,10,0.0
149,2,74,120,10,0.3333333333333333
150,31,555,75,50,1.0
151,2,3,75,88,1.0
152,2,555,24,150,1.0
153,31,145,24,88,1.0
154,31,74,75,10,1.0
155,2,3,88,10,1.0
156,45,3,88,88,1.0
157,31,3,24,50,1.0
158,2,3,88,88,1.0
159,45,3,88,88,1.0
160,31,555,88,50,1.0
161,31,74,88,88,1.0
162,2,555,120,10,1.0
163,2,74,120,88,1.0
164,45,3,120,88,1.0
165,31,145,24,88,1.0
166,45,3,75,10,1.0
167,45,145,120,88,1.0
168,31,145,88,88,1.0
169,2,145,120,50,1.0
170,2,145,24,10,1.0
171,31,555,24,10,0.0
171,31,555,24,50,0.3333333333333333
171,31,555,24,88,0.0
171,31,555,24,150,0.6666666666666666
172,45,145,120,10,1.0
173,2,145,88,88,1.0
174,31,555,24,150,1.0
175,31,3,75,150,1.0
176,45,145,88,50,1.0
177,31,3,75,10,1.0
178,2,3,88,150,1.0
179,2,145,88,150,1.0
180,2,145,24,88,1.0
181,2,145,120,88,1.0
182,2,555,120,10,0.0
182,2,555,120,50,0.4000000000000001
182,2,555,120,88,0.0
182,2,555,120,150,0.6
183,31,3,24,150,1.0
184,2,145,120,88,1.0
185,31,145,24,10,1.0
186,2,74,88,88,1.0
187,45,3,88,88,1.0
188,31,555,88,150,1.0
189,2,145,24,88,1.0
190,31,3,75,10,0.0
190,31,3,75,50,0.75
190,31,3,75,88,0.0
190,31,3,75,150,0.25000000000000006
191,45,145,24,50,1.0
192,31,145,24,50,1.0
193,31,74,75,50,1.0
194,31,555,24,150,1.0
195,31,555,88,150,1.0
196,45,3,88,50,1.0
197,2,145,120,50,1.0
198,45,145,75,50,1.0
199,45,3,75,88,1.0
200,31,3,75,10,1.0
201,45,145,88,50,1.0
202,2,145,88,10,1.0
203,45,145,120,88,1.0
204,2,3,120,10,0.0
204,2,3,120,50,0.4000000000000001
204,2,3,120,88,0.0
204,2,3,120,150,0.6
205,2,3,120,150,1.0
206,2,3,120,150,1.0
207,2,3,120,10,0.0
207,2,3,120,50,0.4000000000000001
207,2,3,120,88,0.0
207,2,3,120,150,0.6
208,2,74,88,10,1.0
209,31,555,75,88,1.0
210,45,3,88,10,1.0
211,45,145,88,150,1.0
212,31,145,75,88,1.0
213,31,555,88,50,1.0
214,45,145,88,150,1.0
215,31,74,75,50,1.0
216,45,145,88,88,1.0
217,45,3,88,88,1.0
218,31,74,24,10,1.0
219,2,74,120,88,1.0
220,31,555,24,150,1.0
221,2,145,88,88,1.0
222,2,145,24,10,0.0
222,2,145,75,10,0.6666666666666666
222,2,145,88,10,0.0
222,2,145,120,10,0.3333333333333333
223,45,74,75,50,1.0
224,2,3,88,50,0.6
224,2,74,88,50,0.0
224,2,145,88,50,0.0
224,2,555,88,50,0.4000000000000001
225,2,74,120,88,1.0
226,31,555,24,88,1.0
227,2,145,75,50,1.0
228,31,3,75,50,1.0
229,45,74,75,50,1.0
230,31,555,75,10,1.0
231,2,145,24,150,1.0
232,31,74,24,150,1.0
233,2,145,120,88,1.0
234,31,145,24,50,0.0
234,31,145,75,50,0.8181818181818181
234,31,145,88,50,0.0
234,31,145,120,50,0.18181818181818188
235,2,74,88,88,1.0
236,31,3,88,88,1.0
237,2,555,24,88,1.0
238,31,3,75,50,1.0
239,31,74,120,150,1.0
240,2,74,88,88,1.0
241,31,74,24,88,1.0
242,31,74,75,10,1.0
243,45,145,75,50,1.0
244,31,555,24,10,0.0
244,31,555,24,50,0.3333333333333333
244,31,555,24,88,0.0
244,31,555,24,150,0.6666666666666666
245,31,145,24,50,1.0
246,45,3,24,88,1.0
247,2,3,75,10,1.0
248,45,3,88,150,1.0
249,31,3,24,88,1.0
250,31,74,24,150,1.0
251,31,145,75,10,1.0
252,2,145,75,10,1.0
253,2,74,75,150,1.0
254,2,555,120,88,1.0
255,31,74,120,10,1.0
256,45,145,88,88,1.0
257,2,555,120,10,0.0
257,2,555,120,50,0.4000000000000001
257,2,555,120,88,0.0
257,2,555,120,150,0.6
258,31,555,88,88,1.0
259,31,3,88,88,1.0
260,2,3,24,50,1.0
261,31,145,24,88,0.0
261,31,145,75,88,0.5999999999999999
261,31,145,88,88,0.0
261,31,145,120,88,0.4
262,45,145,75,50,1.0
263,31,3,88,88,1.0
264,45,3,120,150,1.0
265,45,145,88,10,1.0
266,45,74,24,88,0.0
266,45,74,75,88,0.3333333333333333
266,45,74,88,88,0.0
266,45,74,120,88,0.6666666666666666
267,45,145,88,88,1.0
268,45,74,88,50,1.0
269,2,3,75,88,1.0
270,31,3,75,10,0.4000000000000001
270,31,74,75,10,0.0
270,31,145,75,10,0.0
270,31,555,75,10,0.6
271,2,74,75,10,1.0
272,31,555,120,88,1.0
273,2,3,120,88,1.0
274,31,3,24,88,1.0
275,2,74,120,150,1.0
276,45,145,24,10,1.0
277,31,555,24,150,1.0
278,2,74,120,88,1.0
279,31,74,24,88,1.0
280,2,3,88,50,1.0
281,45,74,120,88,1.0
282,2,145,88,150,1.0
283,2,145,120,150,1.0
284,31,3,24,150,0.0
284,31,3,75,150,0.5000000000000001
284,31,3,88,150,0.0
284,31,3,120,150,0.5
285,2,3,120,150,1.0
286,2,555,24,150,1.0
287,31,3,24,10,0.4000000000000001
287,31,74,24,10,0.0
287,31,145,24,10,0.0
287,31,555,24,10,0.6
288,31,74,24,88,0.0
288,31,74,75,88,0.6
288,31,74,88,88,0.0
288,31,74,120,88,0.4
289,2,145,120,150,1.0
290,31,74,24,150,1.0
291,45,555,120,150,1.0
292,2,555,120,50,1.0
293,45,3,88,10,1.0
294,2,3,24,150,0.0
294,2,3,75,150,0.14285714285714288
294,2,3,88,150,0.0
294,2,3,120,150,0.8571428571428572
295,31,74,88,10,1.0
296,2,3,75,150,1.0
297,2,74,120,150,1.0
298,2,555,120,150,1.0
299,31,3,24,150,0.4000000000000001
299,31,74,24,150,0.0
299,31,145,24,150,0.0
299,31,555,24,150,0.6
300,2,3,88,150,1.0
301,45,145,88,88,1.0
302,31,3,120,10,1.0
303,31,145,24,150,1.0
304,31,555,75,10,0.0
304,31,555,75,50,0.75
304,31,555,75,88,0.0
304,31,555,75,150,0.25000000000000006
305,2,555,88,88,1.0
306,2,3,75,150,1.0
307,31,555,24,50,1.0
308,2,74,120,150,1.0
309,2,555,24,10,1.0
310,2,145,75,10,0.0
310,2,145,75,50,0.75
310,2,145,75,88,0.0
310,2,145,75,150,0.25000000000000006
311,45,3,24,150,1.0
312,31,3,88,10,1.0
313,2,145,120,50,1.0
314,31,3,75,50,1.0
315,31,3,88,88,1.0
316,2,555,75,50,1.0
317,45,145,88,50,1.0
318,31,555,24,150,1.0
319,31,74,75,150,1.0
320,31,555,75,150,1.0
321,2,145,24,88,1.0
322,45,3,88,88,1.0
323,31,145,24,10,0.0
323,31,145,24,50,0.3333333333333333
323,31,145,24,88,0.0
323,31,145,24,150,0.6666666666666666
324,31,3,75,50,0.4000000000000001
324,31,74,75,50,0.0
324,31,145,75,50,0.0
324,31,555,75,50,0.6
325,31,74,75,10,1.0
326,2,555,88,88,1.0
327,2,74,120,50,1.0
328,31,145,120,50,1.0
329,31,74,24,150,1.0
330,45,145,120,50,1.0
331,31,555,88,50,1.0
332,2,74,75,10,0.0
332,2,74,75,50,0.75
332,2,74,75,88,0.0
332,2,74,75,150,0.25000000000000006
333,31,74,75,88,1.0
334,31,74,88,150,1.0
335,31,555,24,150,1.0
336,31,74,24,150,1.0
337,31,145,75,10,1.0
338,31,145,75,10,0.0
338,31,145,75,50,0.75
338,31,145,75,88,0.0
338,31,145,75,150,0.25000000000000006
339,31,3,88,150,0.4000000000000001
339,31,74,88,150,0.0
339,31,145,88,150,0.0
339,31,555,88,150,0.6
340,45,555,88,88,1.0
341,45,555,88,88,1.0
342,2,3,88,50,1.0
343,31,74,75,10,1.0
344,2,74,120,150,1.0
345,31,555,88,88,1.0
346,31,555,88,10,1.0
347,31,555,75,88,1.0
348,45,3,88,10,1.0
349,31,555,75,50,1.0
350,2,3,88,10,1.0
351,45,3,120,88,1.0
352,45,145,88,88,1.0
353,2,74,120,10,1.0
354,2,3,120,50,1.0
355,2,74,120,150,1.0
356,45,3,120,88,1.0
357,45,3,120,50,0.8
357,45,74,120,50,0.0
357,45,145,120,50,0.0
357,45,555,120,50,0.2
358,45,3,88,88,1.0
359,31,74,88,88,1.0
360,31,555,120,150,1.0
361,45,145,88,150,1.0
362,45,145,75,88,1.0
363,31,3,120,88,1.0
364,31,3,24,88,1.0
365,2,3,88,150,1.0
366,31,555,75,10,1.0
367,31,3,88,10,1.0
368,31,145,24,150,1.0
369,2,555,88,88,1.0
370,2,145,120,150,1.0
371,31,145,24,10,1.0
372,45,3,120,50,1.0
373,45,3,88,50,1.0
374,2,555,88,10,1.0
375,31,555,24,50,1.0
376,31,555,24,150,1.0
377,2,145,120,88,1.0
378,45,555,88,88,1.0
379,2,74,120,88,1.0
380,45,145,88,50,1.0
381,2,145,88,50,1.0
382,2,3,88,50,1.0
383,2,555,24,10,0.0
383,2,555,24,50,0.3333333333333333
383,2,555,24,88,0.0
383,2,555,24,150,0.6666666666666666
384,31,555,24,150,1.0
385,31,145,24,88,1.0
386,45,145,88,10,1.0
387,31,74,24,50,1.0
388,2,145,120,88,1.0
389,31,3,24,50,1.0
390,45,555,88,10,0.0
390,45,555,88,50,0.5
390,45,555,88,88,0.0
390,45,555,88,150,0.5
391,31,74,24,88,1.0
392,31,74,88,10,1.0
393,45,555,75,50,1.0
394,2,555,120,150,1.0
395,2,74,120,88,1.0
396,31,145,75,10,1.0
397,45,3,120,10,1.0
398,2,3,75,10,1.0
399,31,555,24,50,1.0
400,31,3,24,150,1.0
401,2,145,88,10,0.0
401,2,145,88,50,0.5
401,2,145,88,88,0.0
401,2,145,88,150,0.5
402,31,145,120,88,1.0
403,2,74,120,150,1.0
404,31,555,24,150,1.0
405,45,145,120,150,1.0
406,2,74,75,10,1.0
407,2,145,75,50,1.0
408,2,74,75,50,1.0
409,45,3,88,88,1.0
410,31,74,75,50,1.0
411,45,74,75,88,1.0
412,2,3,120,88,1.0
413,31,555,24,150,1.0
414,2,3,120,50,1.0
415,2,555,120,10,1.0
416,2,555,75,150,1.0
417,2,74,88,88,1.0
418,2,145,88,10,1.0
419,31,3,75,10,0.0
419,31,3,75,50,0.75
419,31,3,75,88,0.0
419,31,3,75,150,0.25000000000000006
420,31,3,24,150,1.0
421,31,555,88,150,1.0
422,2,145,120,88,1.0
423,45,145,88,88,1.0
424,2,145,88,10,1.0
425,31,74,75,50,1.0
426,31,74,75,50,1.0
427,31,3,88,88,1.0
428,2,555,120,150,1.0
429,45,145,75,10,0.0
429,45,145,75,50,0.75
429,45,145,75,88,0.0
429,45,145,75,150,0.25000000000000006
430,2,145,120,88,1.0
431,2,145,120,150,1.0
432,2,145,75,88,1.0
433,31,555,88,88,1.0
434,2,145,88,50,1.0
435,2,74,24,150,1.0
436,45,145,120,88,1.0
437,2,145,88,10,1.0
438,31,145,24,50,1.0
439,2,145,88,88,1.0
440,31,145,120,88,1.0
441,2,145,88,50,1.0
442,45,145,75,10,1.0
443,2,555,120,88,1.0
444,45,145,75,10,1.0
445,2,3,120,88,1.0
446,2,555,75,10,1.0
447,2,145,88,10,0.0
447,2,145,88,50,0.5
447,2,145,88,88,0.0
447,2,145,88,150,0.5
448,31,74,24,10,0.0
448,31,74,24,50,0.3333333333333333
448,31,74,24,88,0.0
448,31,74,24,150,0.6666666666666666
449,45,74,24,88,1.0
450,31,74,75,10,1.0
451,31,74,24,88,1.0
452,2,74,75,10,1.0
453,45,145,120,10,1.0
454,2,74,24,88,0.0
454,2,74,75,88,0.2
454,2,74,88,88,0.0
454,2,74,120,88,0.8
455,31,555,75,10,1.0
456,31,74,75,10,1.0
457,45,74,88,88,1.0
458,45,145,88,88,1.0
459,2,555,24,150,1.0
460,31,555,75,10,1.0
461,2,3,88,50,1.0
462,2,555,75,50,1.0
463,45,145,88,50,1.0
464,2,3,24,10,0.0
464,2,3,24,50,0.3333333333333333
464,2,3,24,88,0.0
464,2,3,24,150,0.6666666666666666
465,31,555,88,50,1.0
466,2,74,120,50,1.0
467,2,145,75,88,1.0
468,31,3,120,150,1.0
469,31,555,24,150,1.0
470,2,145,120,88,1.0
471,2,74,75,10,1.0
472,2,555,120,88,1.0
473,2,555,120,10,0.0
473,2,555,120,50,0.4000000000000001
473,2,555,120,88,0.0
473,2,555,120,150,0.6
474,2,3,88,150,1.0
475,31,74,24,88,1.0
476,45,145,24,10,1.0
477,31,74,24,150,1.0
478,45,3,88,150,1.0
479,2,145,75,88,1.0
480,31,145,75,10,1.0
481,45,74,75,50,1.0
482,45,555,88,50,1.0
483,2,3,88,50,1.0
484,45,3,24,50,1.0
485,2,145,88,10,1.0
486,45,555,120,150,1.0
487,31,3,88,10,1.0
488,31,555,75,88,1.0
489,45,555,24,88,1.0
490,2,3,24,88,0.0
490,2,3,75,88,0.2
490,2,3,88,88,0.0
490,2,3,120,88,0.8
491,45,74,24,50,1.0
492,2,3,88,150,1.0
493,31,555,88,88,1.0
494,2,3,88,150,1.0
495,31,145,75,10,1.0
496,2,3,88,10,1.0
497,31,555,24,10,1.0
498,31,145,24,88,1.0
499,31,145,88,88,1.0
500,2,74,24,88,1.0
501,31,145,120,10,0.0
501,31,145,120,50,0.4000000000000001
501,31,145,120,88,0.0
501,31,145,120,150,0.6
502,31,555,24,150,1.0
503,31,145,24,50,1.0
504,2,74,24,150,0.0
504,2,74,75,150,0.14285714285714288
504,2,74,88,150,0.0
504,2,74,120,150,0.8571428571428571
505,31,74,24,10,0.0
505,31,74,75,10,0.923076923076923
505,31,74,88,10,0.0
505,31,74,120,10,0.07692307692307693
506,31,555,88,88,1.0
507,45,74,88,150,1.0
508,45,145,88,10,1.0
509,2,3,88,150,1.0
510,45,145,24,10,1.0
511,31,555,24,150,1.0
512,31,74,88,88,1.0
513,31,555,24,150,1.0
514,31,145,24,150,1.0
515,45,145,88,10,1.0
516,2,145,88,88,1.0
517,45,145,88,88,1.0
518,31,74,24,50,1.0
519,31,3,75,10,1.0
520,31,3,75,10,0.4000000000000001
520,31,74,75,10,0.0
520,31,145,75,10,0.0
520,31,555,75,10,0.6
521,31,74,120,150,1.0
522,31,74,24,150,1.0
523,31,555,24,150,1.0
524,31,74,88,10,0.0
524,31,74,88,50,0.5
524,31,74,88,88,0.0
524,31,74,88,150,0.5
525,45,3,75,10,1.0
526,31,74,24,88,1.0
527,31,555,75,150,1.0
528,31,74,120,88,1.0
529,45,3,75,50,1.0
530,2,555,88,10,1.0
531,45,3,120,88,1.0
532,31,145,24,88,1.0
533,31,145,75,150,1.0
534,45,145,88,88,1.0
535,45,3,120,88,1.0
536,2,3,75,10,1.0
537,2,3,75,88,1.0
538,2,74,24,50,1.0
539,2,3,88,88,0.6
539,2,74,88,88,0.0
539,2,145,88,88,0.0
539,2,555,88,88,0.4000000000000001
540,45,145,75,10,1.0
541,2,3,120,150,1.0
542,31,74,88,10,1.0
543,2,74,88,150,1.0
544,2,555,24,10,1.0
545,2,3,120,88,1.0
546,31,145,24,150,1.0
547,2,145,88,150,1.0
548,31,555,75,50,1.0
549,2,3,120,88,1.0
550,31,74,120,88,1.0
551,45,145,88,88,1.0
552,45,145,24,10,1.0
553,2,555,88,88,1.0
554,31,555,75,88,1.0
555,31,555,24,88,1.0
556,45,145,24,150,1.0
557,2,145,120,150,1.0
558,31,145,24,88,1.0
559,31,3,75,10,1.0
560,45,3,88,88,0.8
560,45,74,88,88,0.0
560,45,145,88,88,0.0
560,45,555,88,88,0.2
561,31,555,75,10,1.0
562,2,3,120,10,0.6
562,2,74,120,10,0.0
562,2,145,120,10,0.0
562,2,555,120,10,0.4000000000000001
563,45,145,88,10,0.0
563,45,145,88,50,0.5
563,45,145,88,88,0.0
563,45,145,88,150,0.5
564,31,555,120,10,0.0
564,31,555,120,50,0.4000000000000001
564,31,555,120,88,0.0
564,31,555,120,150,0.6
565,2,74,120,88,1.0
566,31,555,88,50,1.0
567,2,74,24,10,0.0
567,2,74,24,50,0.3333333333333333
567,2,74,24,88,0.0
567,2,74,24,150,0.6666666666666666
568,2,3,120,150,1.0
569,45,145,24,150,1.0
570,45,74,88,150,1.0
571,2,74,75,10,1.0
572,31,74,24,150,1.0
573,2,555,120,50,1.0
574,31,145,75,10,1.0
575,31,555,24,150,1.0
576,45,145,24,88,1.0
577,2,145,88,88,1.0
578,31,3,24,10,0.4000000000000001
578,31,74,24,10,0.0
578,31,145,24,10,0.0
578,31,555,24,10,0.6
579,45,145,24,150,1.0
580,45,3,120,150,1.0
581,2,74,88,50,1.0
582,31,145,24,88,1.0
583,31,145,75,88,1.0
584,45,3,75,150,1.0
585,2,3,120,10,1.0
586,2,555,120,88,1.0
587,31,74,88,50,1.0
588,2,555,88,10,1.0
589,45,555,88,88,1.0
590,2,3,75,50,0.6
590,2,74,75,50,0.0
590,2,145,75,50,0.0
590,2,555,75,50,0.4000000000000001
591,31,145,24,150,1.0
592,31,74,75,88,1.0
593,45,74,88,10,1.0
594,45,3,88,150,0.8
594,45,74,88,150,0.0
594,45,145,88,150,0.0
594,45,555,88,150,0.2
595,2,145,24,150,1.0
596,31,3,75,10,1.0
597,45,3,24,150,1.0
598,2,145,120,88,1.0
599,45,145,24,150,1.0
600,31,555,24,150,1.0
601,2,3,88,88,1.0
602,2,3,88,88,0.6
602,2,74,88,88,0.0
602,2,145,88,88,0.0
602,2,555,88,88,0.4000000000000001
603,2,145,88,88,1.0
604,31,3,24,10,0.0
604,31,3,24,50,0.3333333333333333
604,31,3,24,88,0.0
604,31,3,24,150,0.6666666666666666
605,31,555,24,88,1.0
606,2,555,120,150,1.0
607,2,145,88,150,1.0
608,31,145,24,88,1.0
609,31,74,88,150,1.0
610,31,74,75,50,1.0
611,31,555,88,88,1.0
612,2,145,120,150,1.0
613,2,555,88,50,1.0
614,2,74,120,88,1.0
615,2,145,75,50,1.0
616,45,74,75,10,1.0
617,31,555,75,10,1.0
618,31,555,24,88,1.0
619,45,3,88,88,1.0
620,31,74,120,150,1.0
621,2,145,88,88,1.0
622,2,3,88,50,1.0
623,2,3,24,50,0.0
623,2,3,75,50,0.4285714285714286
623,2,3,88,50,0.0
623,2,3,120,50,0.5714285714285715
624,31,74,88,150,1.0
625,31,74,24,150,1.0
626,2,74,88,10,1.0
627,31,555,75,50,1.0
628,31,555,88,88,1.0
629,31,3,75,50,1.0
630,31,74,24,50,1.0
631,2,3,75,10,0.6
631,2,74,75,10,0.0
631,2,145,75,10,0.0
631,2,555,75,10,0.4000000000000001
632,31,555,24,88,1.0
633,2,3,88,50,0.6
633,2,74,88,50,0.0
633,2,145,88,50,0.0
633,2,555,88,50,0.4000000000000001
634,2,145,24,88,0.0
634,2,145,75,88,0.2
634,2,145,88,88,0.0
634,2,145,120,88,0.8
635,2,3,120,10,0.0
635,2,3,120,50,0.4000000000000001
635,2,3,120,88,0.0
635,2,3,120,150,0.6
636,31,3,24,10,0.0
636,31,3,24,50,0.3333333333333333
636,31,3,24,88,0.0
636,31,3,24,150,0.6666666666666666
637,2,555,75,10,1.0
638,2,145,75,10,1.0
639,2,3,88,88,1.0
640,31,145,24,150,1.0
641,2,3,75,10,1.0
642,2,3,88,88,1.0
643,2,555,88,150,1.0
644,31,74,24,150,1.0
645,2,555,88,10,1.0
646,45,145,75,88,1.0
647,31,74,24,88,1.0
648,2,555,75,50,1.0
649,45,3,88,88,1.0
650,31,74,88,150,1.0
651,2,3,120,50,0.6
651,2,74,120,50,0.0
651,2,145,120,50,0.0
651,2,555,120,50,0.4000000000000001
652,31,3,88,10,1.0
653,2,3,88,88,1.0
654,31,3,75,50,1.0
655,31,555,88,150,1.0
656,31,145,75,50,1.0
657,31,74,75,88,1.0
658,2,3,88,88,1.0
659,45,145,120,50,1.0
660,45,74,88,50,1.0
661,31,74,24,150,1.0
662,31,145,24,88,0.0
662,31,145,75,88,0.5999999999999999
662,31,145,88,88,0.0
662,31,145,120,88,0.4
663,31,555,88,10,1.0
664,31,74,24,50,0.0
664,31,74,75,50,0.8181818181818181
664,31,74,88,50,0.0
664,31,74,120,50,0.18181818181818188
